Date,current_ma50,ma20_plus_ma50,ma50_plus_positive_5d
2024-02-23,14061.017240003188,10353.438432294937,10000
2024-02-26,14061.017240003188,10353.438432294937,10000
2024-02-27,14061.017240003188,10353.438432294937,10000
2024-02-28,14061.017240003188,10353.438432294937,10000
2024-02-29,14061.017240003188,10353.438432294937,10000
2024-03-01,14061.017240003188,10353.438432294937,10000
2024-03-04,14061.017240003188,10353.438432294937,10000
2024-03-05,14061.017240003188,10353.438432294937,10000
2024-03-06,14061.017240003188,10353.438432294937,10000
2024-03-07,14061.017240003188,10353.438432294937,10000
2024-03-08,14061.017240003188,10353.438432294937,10000
2024-03-11,14061.017240003188,10353.438432294937,10000
2024-03-12,14061.017240003188,10353.438432294937,10000
2024-03-13,14061.017240003188,10353.438432294937,10000
2024-03-14,14061.017240003188,10353.438432294937,10000
2024-03-15,14061.017240003188,10353.438432294937,10000
2024-03-18,14061.017240003188,10353.438432294937,10000
2024-03-19,14061.017240003188,10353.438432294937,10000
2024-03-20,14061.017240003188,10353.438432294937,10000
2024-03-21,14061.017240003188,10353.438432294937,10000
2024-03-22,14061.017240003188,10353.438432294937,10000
2024-03-25,14061.017240003188,10353.438432294937,10000
2024-03-26,14061.017240003188,10353.438432294937,10000
2024-03-27,14061.017240003188,10353.438432294937,10000
2024-03-28,14061.017240003188,10353.438432294937,10000
2024-04-01,14061.017240003188,10353.438432294937,10000
2024-04-02,14061.017240003188,10353.438432294937,10000
2024-04-03,14061.017240003188,10353.438432294937,10000
2024-04-04,14061.017240003188,10353.438432294937,10000
2024-04-05,14061.017240003188,10353.438432294937,10000
2024-04-08,14061.017240003188,10353.438432294937,10000
2024-04-09,14061.017240003188,10353.438432294937,10000
2024-04-10,14061.017240003188,10353.438432294937,10000
2024-04-11,14061.017240003188,10353.438432294937,10000
2024-04-12,14061.017240003188,10353.438432294937,10000
2024-04-15,14061.017240003188,10353.438432294937,10000
2024-04-16,14061.017240003188,10353.438432294937,10000
2024-04-17,14061.017240003188,10353.438432294937,10000
2024-04-18,14061.017240003188,10353.438432294937,10000
2024-04-19,14061.017240003188,10353.438432294937,10000
2024-04-22,14061.017240003188,10353.438432294937,10000
2024-04-23,14061.017240003188,10353.438432294937,10000
2024-04-24,14061.017240003188,10353.438432294937,10000
2024-04-25,14061.017240003188,10353.438432294937,10000
2024-04-26,14061.017240003188,10353.438432294937,10000
2024-04-29,14061.017240003188,10353.438432294937,10000
2024-04-30,14061.017240003188,10353.438432294937,10000
2024-05-01,14061.017240003188,10353.438432294937,10000
2024-05-02,14061.017240003188,10353.438432294937,10000
2024-05-03,14061.017240003188,10353.438432294937,10000
2024-05-06,14061.017240003188,10353.438432294937,10000
2024-05-07,14061.017240003188,10353.438432294937,10000
2024-05-08,14061.017240003188,10353.438432294937,10000
2024-05-09,14061.017240003188,10353.438432294937,10000
2024-05-10,14061.017240003188,10353.438432294937,10000
2024-05-13,14061.017240003188,10353.438432294937,10000
2024-05-14,14061.017240003188,10353.438432294937,10000
2024-05-15,14061.017240003188,10353.438432294937,10000
2024-05-16,14061.017240003188,10353.438432294937,10000
2024-05-17,14061.017240003188,10353.438432294937,10000
2024-05-20,14061.017240003188,10353.438432294937,10000
2024-05-21,14061.017240003188,10353.438432294937,10000
2024-05-22,14061.017240003188,10353.438432294937,10000
2024-05-23,14061.017240003188,10353.438432294937,10000
2024-05-24,14061.017240003188,10353.438432294937,10000
2024-05-28,14061.017240003188,10353.438432294937,10000
2024-05-29,14061.017240003188,10353.438432294937,10000
2024-05-30,14061.017240003188,10353.438432294937,10000
2024-05-31,14061.017240003188,10353.438432294937,10000
2024-06-03,14061.017240003188,10353.438432294937,10000
2024-06-04,14061.017240003188,10353.438432294937,10000
2024-06-05,14061.017240003188,10353.438432294937,10000
2024-06-06,14061.017240003188,10353.438432294937,10000
2024-06-07,14061.017240003188,10353.438432294937,10000
2024-06-10,14061.017240003188,10353.438432294937,10000
2024-06-11,14061.017240003188,10353.438432294937,10000
2024-06-12,14061.017240003188,10353.438432294937,10000
2024-06-13,14061.017240003188,10353.438432294937,10000
2024-06-14,14061.017240003188,10353.438432294937,10000
2024-06-17,14061.017240003188,10353.438432294937,10000
2024-06-18,14061.017240003188,10353.438432294937,10000
2024-06-20,14061.017240003188,10353.438432294937,10000
2024-06-21,14061.017240003188,10353.438432294937,10000
2024-06-24,14061.017240003188,10353.438432294937,10000
2024-06-25,14061.017240003188,10353.438432294937,10000
2024-06-26,14061.017240003188,10353.438432294937,10000
2024-06-27,14061.017240003188,10353.438432294937,10000
2024-06-28,14061.017240003188,10353.438432294937,10000
2024-07-01,14061.017240003188,10353.438432294937,10000
2024-07-02,14061.017240003188,10353.438432294937,10000
2024-07-03,14061.017240003188,10353.438432294937,10000
2024-07-05,14061.017240003188,10353.438432294937,10000
2024-07-08,14061.017240003188,10353.438432294937,10000
2024-07-09,14061.017240003188,10353.438432294937,10000
2024-07-10,14061.017240003188,10353.438432294937,10000
2024-07-11,14061.017240003188,10353.438432294937,10000
2024-07-12,14061.017240003188,10353.438432294937,10000
2024-07-15,14061.017240003188,10353.438432294937,10000
2024-07-16,14061.017240003188,10353.438432294937,10000
2024-07-17,14061.017240003188,10353.438432294937,10000
2024-07-18,14061.017240003188,10353.438432294937,10000
2024-07-19,14061.017240003188,10353.438432294937,10000
2024-07-22,14855.26777217696,10353.438432294937,10000
2024-07-23,14181.687743356128,10353.438432294937,10000
2024-07-24,12361.321476031602,10353.438432294937,10000
2024-07-25,12361.321476031602,10353.438432294937,10000
2024-07-26,12361.321476031602,10353.438432294937,10000
2024-07-29,12361.321476031602,10353.438432294937,10000
2024-07-30,12361.321476031602,10353.438432294937,10000
2024-07-31,12361.321476031602,10353.438432294937,10000
2024-08-01,12361.321476031602,10353.438432294937,10000
2024-08-02,12361.321476031602,10353.438432294937,10000
2024-08-05,12361.321476031602,10353.438432294937,10000
2024-08-06,12361.321476031602,10353.438432294937,10000
2024-08-07,12361.321476031602,10353.438432294937,10000
2024-08-08,12361.321476031602,10353.438432294937,10000
2024-08-09,12361.321476031602,10353.438432294937,10000
2024-08-12,12361.321476031602,10353.438432294937,10000
2024-08-13,12361.321476031602,10353.438432294937,10000
2024-08-14,12361.321476031602,10353.438432294937,10000
2024-08-15,12361.321476031602,10353.438432294937,10000
2024-08-16,12361.321476031602,10353.438432294937,10000
2024-08-19,12361.321476031602,10353.438432294937,10000
2024-08-20,12361.321476031602,10353.438432294937,10000
2024-08-21,12361.321476031602,10353.438432294937,10000
2024-08-22,12361.321476031602,10353.438432294937,10000
2024-08-23,12361.321476031602,10353.438432294937,10000
2024-08-26,12361.321476031602,10353.438432294937,10000
