z_window,z_threshold,hold_days,year,trades,avg_return,median_return,win_rate,compounded_return
20,-1.25,1,2023,4,0.01062896335854871,0.00201635639921649,0.5,0.04114813399685868
20,-1.25,1,2024,7,-0.012236179915287106,-0.010367622524128595,0.42857142857142855,-0.08825059919198963
20,-1.25,1,2025,2,0.0521443662001575,0.0521443662001575,1.0,0.10592006555117472
20,-1.25,2,2021,6,-0.01798504828846444,-0.025475782657992108,0.3333333333333333,-0.11190881477533565
20,-1.25,2,2022,3,-0.038830200102798286,-0.0666618863910089,0.3333333333333333,-0.11425160572576631
20,-1.25,2,2023,4,0.010430667908603974,0.03846660669144697,0.75,0.03107169467584847
20,-1.25,2,2024,7,-0.024047991599597807,-0.013054479212520786,0.42857142857142855,-0.18077146500405294
20,-1.25,2,2025,2,0.043410257233803984,0.043410257233803984,1.0,0.08848911128513737
20,-1.25,3,2021,6,0.027913267048065515,0.005066524589722898,0.6666666666666666,0.15219289929918745
20,-1.25,3,2022,3,-0.03066502763300738,-0.09483534433604002,0.3333333333333333,-0.10696966005796749
20,-1.25,3,2023,4,-0.013321374456405494,0.011235568115938288,0.75,-0.05700412109602038
20,-1.25,3,2024,7,0.006003160872005665,0.020224592620532222,0.5714285714285714,0.007646669352854074
20,-1.25,3,2025,2,-0.0015128585721123078,-0.0015128585721123078,0.5,-0.004567880876091279
20,-1.25,5,2021,6,0.08435792705375761,0.07637292922718253,0.8333333333333334,0.6037198030173467
20,-1.25,5,2022,3,-0.1222544385361118,-0.12061303069572438,0.0,-0.3257661033521677
20,-1.25,5,2023,4,0.004401969745068901,0.010273782717036162,0.5,0.015780180142756173
20,-1.25,5,2024,7,-0.029007862377272233,-0.018448754857296024,0.42857142857142855,-0.2704796327822433
20,-1.25,5,2025,2,-0.0407804597584035,-0.0407804597584035,0.5,-0.08967565693608281
