test_year,train_end_year,z_window,z_threshold,hold_days,train_score,train_trades,train_avg_return,train_median_return,train_win_rate,train_return_std,train_positive_year_ratio
2023.0,2022.0,6.0,-1.7,5.0,3.9598979790548334,8.0,0.07857685394944765,0.08026400676663503,0.875,0.05612490681916127,1.0
2024.0,2023.0,6.0,-1.7,5.0,5.002234386574221,11.0,0.07258864550890542,0.0797800207442334,0.9090909090909091,0.04812835276957764,1.0
2025.0,2024.0,6.0,-1.7,4.0,3.8642445280214375,15.0,0.06851917568049717,0.08222136561773308,0.8,0.06867412876749336,1.0
2026.0,2025.0,6.0,-1.1,4.0,3.413599290568391,71.0,0.03725947532548153,0.059088183081012824,0.6901408450704225,0.09197152121220431,1.0
