oos_trades,oos_avg_return,oos_median_return,oos_win_rate,oos_compounded_trade_return,oos_best_trade,oos_worst_trade,positive_test_years,test_years_with_trades
14,0.03339098192034553,0.05367777853381239,0.8571428571428571,0.49500371880813354,0.1775057469075101,-0.20948516392140093,4,4
