z_window,z_threshold,hold_days,trades,avg_return,median_return,win_rate,return_std,best_trade,worst_trade,quality_score,years_tested,positive_years
5,-1.6,6,19,0.021571973283173927,0.03589784303627552,0.7368421052631579,0.11248291059896405,0.2101324976294463,-0.2669770727101105,0.8359496660729232,5,4
5,-1.6,7,19,0.01034901460495756,-0.0034634738653360753,0.47368421052631576,0.09764873535226143,0.19058547729187225,-0.22754343429138457,0.46196511061309725,5,3
5,-1.7,1,6,-0.005557847614400091,-0.017537954744006712,0.3333333333333333,0.04854345943492371,0.08136126963925805,-0.04806530262640496,-0.2804474770010048,3,1
5,-1.7,2,6,-0.03795038833183817,-0.023883172731998636,0.16666666666666666,0.055633793106320044,0.023497213973102005,-0.13393466551885636,-1.670910462204594,3,1
5,-1.7,3,6,-0.02207032351335314,-0.02571653621662101,0.3333333333333333,0.0841761290217515,0.07884862238379475,-0.166363958150599,-0.6422370771159515,3,1
5,-1.7,4,6,0.014819606363301837,0.052621676791421046,0.6666666666666666,0.08194312995532961,0.08522239101795126,-0.10686804998402133,0.4429959387538768,3,1
5,-1.7,5,6,-0.013196154189803633,0.008657970686435923,0.5,0.10847913235869674,0.08086139142616,-0.20948503381322603,-0.29797292464717856,3,1
5,-1.7,6,6,-0.021900981766939682,0.011719601562118043,0.8333333333333334,0.12232547296816755,0.05730409691335514,-0.2669770727101105,-0.43855322111822426,3,2
5,-1.7,7,6,-0.05081378807340409,-0.03141275594095899,0.3333333333333333,0.10345008049752519,0.06818847144766993,-0.22754343429138457,-1.2031682535108235,3,0
6,-1.0,1,78,0.002698379770573236,0.010087180119751515,0.5641025641025641,0.047860797596308284,0.1042675485693545,-0.1243318538934356,0.49793246366787774,6,3
6,-1.0,2,78,0.01376989297856901,-0.0013515244689258354,0.5,0.07997040737037621,0.2573946495496595,-0.13393466551885636,1.5207175496607235,6,5
6,-1.0,3,78,0.016958095200261536,0.01278272646683809,0.5512820512820513,0.09037238847911706,0.30828048905344985,-0.166363958150599,1.6572522213656025,6,4
6,-1.0,4,78,0.029639661350005057,0.043432311898520926,0.6666666666666666,0.09429167738234995,0.24214612989888917,-0.22065430991114954,2.776177160797697,6,4
6,-1.0,5,77,0.025539959933088083,0.0516957418845545,0.5974025974025974,0.11262655229760644,0.30615797310446546,-0.2852178471674264,1.9898703662354094,6,5
6,-1.0,6,77,0.031205479430338277,0.02336721193176783,0.5844155844155844,0.13194739605193492,0.30291337614683056,-0.2773616420036179,2.0752737748984194,6,5
6,-1.0,7,77,0.017139117862234206,0.00639939953344193,0.5324675324675324,0.13740724327013293,0.29376027599198395,-0.3233408597392706,1.0945212588011475,6,4
6,-1.1,1,73,0.0020680063211177113,0.010664036776783403,0.589041095890411,0.0457197335981058,0.1042675485693545,-0.1243318538934356,0.3864644949222122,6,2
6,-1.1,2,73,0.014529271876645699,0.002581541056415393,0.5342465753424658,0.07665256921450335,0.2573946495496595,-0.13393466551885636,1.6194910960311226,6,4
6,-1.1,3,73,0.019701903577567563,0.010322960083364308,0.5342465753424658,0.0899625090717228,0.30828048905344985,-0.166363958150599,1.871147655768673,6,4
6,-1.1,4,73,0.037481775387992994,0.059088183081012824,0.6986301369863014,0.0907340570351623,0.24214612989888917,-0.22065430991114954,3.5294842946574936,6,6
6,-1.1,5,73,0.0310720893290302,0.057051887006433155,0.6164383561643836,0.11432433394282171,0.30615797310446546,-0.2852178471674264,2.3221657056392946,6,5
6,-1.1,6,73,0.03260041877273541,0.04167753764196891,0.6027397260273972,0.13513758155003083,0.30291337614683056,-0.2773616420036179,2.06114462681908,6,5
6,-1.1,7,73,0.021012878613100503,0.011660576586263183,0.5616438356164384,0.1363327642934706,0.29376027599198395,-0.3233408597392706,1.3168816351714785,6,4
6,-1.2,1,70,0.005664573840257801,0.012687828254552391,0.6142857142857143,0.047514941209938745,0.1042675485693545,-0.1243318538934356,0.9974383591372293,6,4
6,-1.2,2,70,0.011969585251803794,0.0021192671938664587,0.5285714285714286,0.0755653696919891,0.2573946495496595,-0.13393466551885636,1.3252728803148706,6,3
6,-1.2,3,70,0.018369611792838973,0.009492997691195049,0.5285714285714286,0.09330944365306582,0.30828048905344985,-0.166363958150599,1.6471130132509741,6,3
6,-1.2,4,70,0.0363654918959095,0.05247380406549507,0.7,0.09430834210206428,0.24214612989888917,-0.22065430991114954,3.226178377903049,6,5
6,-1.2,5,70,0.032775879137939515,0.05738566666470657,0.6285714285714286,0.11381654434291262,0.30615797310446546,-0.2852178471674264,2.409339351105832,6,5
6,-1.2,6,70,0.03533087180924813,0.04751547780815646,0.6142857142857143,0.1349353017106284,0.30291337614683056,-0.2773616420036179,2.1906741801926266,6,5
6,-1.2,7,70,0.02455411412334795,0.027298432187946142,0.6,0.1384343252848608,0.29376027599198395,-0.3233408597392706,1.483984967723005,6,4
6,-1.3,1,56,0.0014864919120849576,0.010087180119751515,0.5892857142857143,0.047469773307078536,0.1042675485693545,-0.1243318538934356,0.2343362125305546,6,2
6,-1.3,2,56,0.00014269676854148015,-0.006617349181343768,0.44642857142857145,0.07095846174987983,0.2265133320427155,-0.13393466551885636,0.015048872394218855,6,1
6,-1.3,3,56,0.006968021442632806,-0.006927343006309428,0.4642857142857143,0.0921469005711847,0.30828048905344985,-0.166363958150599,0.5658779349151375,6,3
6,-1.3,4,56,0.027278436271335905,0.0337869968140444,0.6964285714285714,0.09695988882502102,0.24214612989888917,-0.22065430991114954,2.1053358004252867,6,5
6,-1.3,5,56,0.02446214094214774,0.05173724963263471,0.6428571428571429,0.11329454233169717,0.30615797310446546,-0.2852178471674264,1.6157698061839416,6,5
6,-1.3,6,56,0.026267065697866476,0.029632527484021676,0.6071428571428571,0.1364542981533362,0.30291337614683056,-0.2773616420036179,1.440516887007206,6,5
6,-1.3,7,56,0.02129439694835711,0.024789892259895696,0.5892857142857143,0.1378349140146299,0.2852498021622816,-0.3233408597392706,1.156112559844742,6,4
