Date,baseline,qqq_filter,z_band,combined
2023-05-02,13452.269701752006,10848.211205683227,18829.764705289013,10316.964601346002
2023-05-03,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-04,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-05,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-08,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-09,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-10,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-11,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-12,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-15,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-16,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-17,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-18,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-19,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-22,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-23,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-24,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-25,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-26,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-30,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-05-31,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-01,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-02,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-05,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-06,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-07,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-08,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-09,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-12,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-13,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-14,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-15,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-16,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-20,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-21,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-22,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-23,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-26,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-27,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-28,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-29,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-06-30,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-03,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-05,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-06,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-07,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-10,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-11,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-12,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-13,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-14,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-17,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-18,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-19,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-20,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-21,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-24,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-25,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-26,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-27,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-28,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-07-31,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-01,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-02,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-03,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-04,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-07,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-08,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-09,13452.269701752008,10848.211205683228,18829.764705289013,10316.964601346002
2023-08-10,12956.032416087157,10848.211205683228,18135.15840209815,10316.964601346002
2023-08-11,12007.4769663979,10848.211205683228,16807.42142361324,10316.964601346002
2023-08-14,11826.159340204225,10848.211205683228,16553.622747713678,10316.964601346002
2023-08-15,11826.159340204225,10848.211205683228,16553.622747713678,10316.964601346002
2023-08-16,11826.159340204225,10848.211205683228,16553.622747713678,10316.964601346002
2023-08-17,11407.545949480698,10848.211205683228,15967.670204048824,10316.964601346002
2023-08-18,11545.055616153035,10848.211205683228,16160.148850816187,10316.964601346002
2023-08-21,12536.267140325774,10848.211205683228,17547.593511616644,10316.964601346002
2023-08-22,12232.600609253024,10848.211205683228,17122.537409134064,10316.964601346002
2023-08-23,12935.846231895299,10848.211205683228,18106.90286551901,10316.964601346002
2023-08-24,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-08-25,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-08-28,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-08-29,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-08-30,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-08-31,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
