Date,Close,High,Low,Open,Volume
2022-04-06,344.0783996582031,347.5069003465268,341.4485636915753,346.4062655140077,90077100
2022-04-07,344.89654541015625,347.08806535874953,339.627153877945,343.08487346263547,63777400
2022-04-08,340.0751953125,343.9127926867397,339.4420954838791,343.16281654814475,61956100
2022-04-11,332.0299377441406,336.7636071517967,331.6890286539163,335.8480363263463,66107400
2022-04-12,330.6273193359375,338.65314282857037,329.2539632767462,336.77331286308385,72790200
2022-04-13,337.3479919433594,338.39990848748874,330.2474586662088,330.9682157478457,61367800
2022-04-14,329.6337585449219,337.95180119950777,329.41947544107677,337.4355777753882,73519400
2022-04-18,329.8870544433594,332.1759811486784,327.0624347689701,328.58188617241785,58560600
2022-04-19,337.2602844238281,337.8349460281546,328.221484275128,329.2441815884501,56515700
2022-04-20,332.3415832519531,338.52654598737115,331.12407207271315,338.06876059500115,65500000
2022-04-21,325.4650573730469,338.8284602340918,324.53976678286665,336.21812360109845,75801000
2022-04-22,316.9425048828125,326.838439334833,316.51393856889234,325.62092815310405,82562100
2022-04-25,321.0137634277344,321.3254533350625,314.04960740276744,315.31583650464313,101755900
2022-04-26,308.8971862792969,319.14374885707394,308.6244352611816,318.95868479443385,105819600
2022-04-27,308.52703857421875,314.48796770473507,306.8127735656662,308.99454377699504,111204200
2022-04-28,319.48468017578125,321.3158217288803,309.2673062384134,313.48478157123293,99450000
2022-04-29,305.1082458496094,318.72489909461126,304.47514609679433,315.2866493407325,91977900
2022-05-02,310.2022705078125,310.43602306067214,301.60175789978604,304.69909812271106,115511800
2022-05-03,310.5334777832031,312.8224042977626,307.76729649145034,310.221787848372,78185500
2022-05-04,321.0333251953125,321.7053936845587,305.73165437547124,311.01076573447637,116083400
2022-05-05,304.86480712890625,316.7964169925775,301.5726520595983,316.7185093538342,154607400
2022-05-06,301.21221923828125,306.90042702253174,297.17980856751376,302.8680460761537,139572800
2022-05-09,289.42681884765625,301.30974260842095,288.03399286876356,295.59231353786646,113387300
2022-05-10,292.9429626464844,297.81300775113056,288.8618624708391,296.595496474969,124124600
2022-05-11,284.25469970703125,296.18630646109506,283.38784740770296,290.6831631683839,140326100
2022-05-12,283.5826721191406,288.0631187959251,277.53408545389686,279.9788571911552,120910900
2022-05-13,294.09228515625,295.12473233696886,286.4365588211198,288.03394787771657,83684900
