Date,buy_hold,fixed_5d,stop_target_5d
2025-12-15,9716.441088096613,5287.425340551348,12557.766920697462
2025-12-16,9553.63557674156,5287.425340551348,12557.766920697462
2025-12-17,8496.576607107478,5287.425340551348,12557.766920697462
2025-12-18,9102.97018436368,5287.425340551348,12557.766920697462
2025-12-19,9843.854566589964,5287.425340551348,12557.766920697462
2025-12-22,10207.217631067027,5287.425340551348,12557.766920697462
2025-12-23,10311.036420985909,5287.425340551348,12557.766920697462
2025-12-24,10431.370772843178,5287.425340551348,12557.766920697462
2025-12-26,10431.370772843178,5287.425340551348,12557.766920697462
2025-12-29,10339.350227291206,5287.425340551348,12557.766920697462
2025-12-30,10303.957294349828,5287.425340551348,12557.766920697462
2025-12-31,9916.998641218623,5287.425340551348,12557.766920697462
2026-01-02,11146.301357669417,5287.425340551348,12557.766920697462
2026-01-05,11613.483212065361,5287.425340551348,12557.766920697462
2026-01-06,12743.685356248428,5287.425340551348,12557.766920697462
2026-01-07,12337.851132273581,5287.425340551348,12557.766920697462
2026-01-08,11714.94199307899,5287.425340551348,12557.766920697462
2026-01-09,12729.528903135615,5287.425340551348,12557.766920697462
