Date,Current 20D,Fast 5D
2021-10-06,11488.681290011897,11079.060334768845
2021-10-07,11488.681290011897,11079.060334768845
2021-10-08,11488.681290011897,11079.060334768845
2021-10-11,11488.681290011897,11079.060334768845
2021-10-12,11488.681290011897,11079.060334768845
2021-10-13,11488.681290011897,11079.060334768845
2021-10-14,11488.681290011897,11079.060334768845
2021-10-15,11488.681290011897,11079.060334768845
2021-10-18,11488.681290011897,11079.060334768845
2021-10-19,11488.681290011897,11079.060334768845
2021-10-20,11488.681290011897,11079.060334768845
2021-10-21,11488.681290011897,11079.060334768845
2021-10-22,11488.681290011897,11079.060334768845
2021-10-25,11488.681290011897,11079.060334768845
2021-10-26,11488.681290011897,11079.060334768845
2021-10-27,11488.681290011897,11079.060334768845
2021-10-28,11488.681290011897,11079.060334768845
2021-10-29,11488.681290011897,11079.060334768845
2021-11-01,11488.681290011897,11079.060334768845
2021-11-02,11488.681290011897,11079.060334768845
2021-11-03,11488.681290011897,11079.060334768845
2021-11-04,11488.681290011897,11079.060334768845
2021-11-05,11488.681290011897,11079.060334768845
2021-11-08,11488.681290011897,11079.060334768845
2021-11-09,11488.681290011897,11079.060334768845
2021-11-10,11488.681290011897,11079.060334768845
2021-11-11,11488.681290011897,11079.060334768845
2021-11-12,11488.681290011897,11079.060334768845
2021-11-15,11488.681290011897,11079.060334768845
2021-11-16,11488.681290011897,11079.060334768845
2021-11-17,11488.681290011897,11079.060334768845
2021-11-18,11488.681290011897,11079.060334768845
2021-11-19,11488.681290011897,11079.060334768845
2021-11-22,11488.681290011897,11079.060334768845
2021-11-23,11488.681290011897,11079.060334768845
2021-11-24,11488.681290011897,11079.060334768845
2021-11-26,11488.681290011897,11079.060334768845
2021-11-29,11488.681290011897,11079.060334768845
2021-11-30,11488.681290011897,11079.060334768845
2021-12-01,11488.681290011897,11079.060334768845
2021-12-02,11488.681290011897,11079.060334768845
2021-12-03,11488.681290011897,11079.060334768845
2021-12-06,11488.681290011897,11079.060334768845
2021-12-07,11488.681290011897,11079.060334768845
2021-12-08,11488.681290011897,11079.060334768845
2021-12-09,11488.681290011897,11079.060334768845
2021-12-10,11488.681290011897,11079.060334768845
2021-12-13,11488.681290011897,11079.060334768845
2021-12-14,11488.681290011897,11079.060334768845
2021-12-15,11488.681290011897,11079.060334768845
2021-12-16,11488.681290011897,11079.060334768845
2021-12-17,11645.07259999148,11079.060334768845
2021-12-20,11503.959233340782,11079.060334768845
2021-12-21,12100.983740144598,11079.060334768845
2021-12-22,12289.179755034475,11079.060334768845
2021-12-23,12485.64537019611,11079.060334768845
2021-12-27,12485.64537019611,11079.060334768845
2021-12-28,12485.64537019611,11079.060334768845
2021-12-29,12485.64537019611,11079.060334768845
2021-12-30,12485.64537019611,11079.060334768845
2021-12-31,12485.64537019611,11079.060334768845
2022-01-03,12485.64537019611,11079.060334768845
2022-01-04,12485.64537019611,11079.060334768845
2022-01-05,12485.64537019611,11079.060334768845
2022-01-06,12485.64537019611,11079.060334768845
2022-01-07,12485.64537019611,11079.060334768845
2022-01-10,12485.64537019611,11079.060334768845
2022-01-11,12485.64537019611,11079.060334768845
2022-01-12,12485.64537019611,11079.060334768845
2022-01-13,12485.64537019611,11079.060334768845
2022-01-14,12485.64537019611,11079.060334768845
2022-01-18,12485.64537019611,11079.060334768845
2022-01-19,12485.64537019611,11079.060334768845
2022-01-20,12485.64537019611,11079.060334768845
2022-01-21,12485.64537019611,11079.060334768845
2022-01-24,12485.64537019611,11079.060334768845
2022-01-25,12485.64537019611,11079.060334768845
2022-01-26,12485.64537019611,11079.060334768845
2022-01-27,12485.64537019611,11079.060334768845
2022-01-28,12485.64537019611,11079.060334768845
2022-01-31,12485.64537019611,11079.060334768845
2022-02-01,12485.64537019611,11079.060334768845
2022-02-02,12485.64537019611,11079.060334768845
2022-02-03,12485.64537019611,11079.060334768845
2022-02-04,12485.64537019611,11079.060334768845
2022-02-07,12485.64537019611,11079.060334768845
2022-02-08,12485.64537019611,11079.060334768845
2022-02-09,12485.64537019611,11079.060334768845
2022-02-10,12485.64537019611,11079.060334768845
2022-02-11,12485.64537019611,11079.060334768845
2022-02-14,12485.64537019611,11079.060334768845
2022-02-15,12485.64537019611,11079.060334768845
2022-02-16,12485.64537019611,11079.060334768845
2022-02-17,12485.64537019611,11079.060334768845
2022-02-18,12485.64537019611,11079.060334768845
2022-02-22,12485.64537019611,11079.060334768845
2022-02-23,12485.64537019611,11079.060334768845
2022-02-24,12485.64537019611,11079.060334768845
2022-02-25,12485.64537019611,11079.060334768845
2022-02-28,12485.64537019611,11079.060334768845
2022-03-01,12485.64537019611,11079.060334768845
2022-03-02,12485.64537019611,11079.060334768845
2022-03-03,12485.64537019611,11079.060334768845
2022-03-04,12485.64537019611,11079.060334768845
2022-03-07,12485.64537019611,11079.060334768845
2022-03-08,12485.64537019611,11079.060334768845
2022-03-09,12485.64537019611,11079.060334768845
2022-03-10,12485.64537019611,11079.060334768845
2022-03-11,12485.64537019611,11079.060334768845
2022-03-14,12485.64537019611,11079.060334768845
2022-03-15,12485.64537019611,11079.060334768845
2022-03-16,12485.64537019611,11079.060334768845
2022-03-17,12485.64537019611,11079.060334768845
2022-03-18,12485.64537019611,11079.060334768845
2022-03-21,12485.64537019611,11079.060334768845
2022-03-22,12485.64537019611,11079.060334768845
2022-03-23,12485.64537019611,11079.060334768845
2022-03-24,12485.64537019611,11079.060334768845
2022-03-25,12485.64537019611,11079.060334768845
2022-03-28,12485.64537019611,11079.060334768845
2022-03-29,12485.64537019611,11079.060334768845
2022-03-30,12485.64537019611,11079.060334768845
2022-03-31,12485.64537019611,11079.060334768845
2022-04-01,12485.64537019611,11079.060334768845
2022-04-04,12485.64537019611,11079.060334768845
2022-04-05,12485.64537019611,11079.060334768845
2022-04-06,12485.64537019611,11079.060334768845
2022-04-07,12485.64537019611,11079.060334768845
2022-04-08,12485.64537019611,11079.060334768845
2022-04-11,12485.64537019611,11079.060334768845
2022-04-12,12485.64537019611,11079.060334768845
2022-04-13,12485.64537019611,11079.060334768845
2022-04-14,12485.64537019611,11079.060334768845
2022-04-18,12485.64537019611,11079.060334768845
2022-04-19,12485.64537019611,11079.060334768845
2022-04-20,12485.64537019611,11079.060334768845
2022-04-21,12485.64537019611,11079.060334768845
2022-04-22,12485.64537019611,11079.060334768845
2022-04-25,12485.64537019611,11079.060334768845
2022-04-26,12485.64537019611,11079.060334768845
2022-04-27,12485.64537019611,11079.060334768845
2022-04-28,12485.64537019611,11079.060334768845
2022-04-29,12485.64537019611,11079.060334768845
2022-05-02,12485.64537019611,11079.060334768845
2022-05-03,12485.64537019611,11079.060334768845
2022-05-04,12485.64537019611,11079.060334768845
2022-05-05,12485.64537019611,11079.060334768845
2022-05-06,12485.64537019611,11079.060334768845
2022-05-09,12485.64537019611,11079.060334768845
2022-05-10,12485.64537019611,11079.060334768845
2022-05-11,12485.64537019611,11079.060334768845
2022-05-12,12485.64537019611,11079.060334768845
2022-05-13,12485.64537019611,11079.060334768845
2022-05-16,12485.64537019611,11079.060334768845
2022-05-17,12485.64537019611,11079.060334768845
2022-05-18,12485.64537019611,11079.060334768845
2022-05-19,12485.64537019611,11079.060334768845
2022-05-20,12485.64537019611,11079.060334768845
2022-05-23,12485.64537019611,11079.060334768845
2022-05-24,12485.64537019611,11079.060334768845
2022-05-25,12485.64537019611,11079.060334768845
2022-05-26,12485.64537019611,11079.060334768845
2022-05-27,12485.64537019611,11079.060334768845
2022-05-31,12485.64537019611,11079.060334768845
2022-06-01,12485.64537019611,11079.060334768845
2022-06-02,12485.64537019611,11079.060334768845
2022-06-03,12485.64537019611,11079.060334768845
2022-06-06,12485.64537019611,11079.060334768845
2022-06-07,12485.64537019611,11079.060334768845
2022-06-08,12485.64537019611,11079.060334768845
2022-06-09,12485.64537019611,11079.060334768845
2022-06-10,12485.64537019611,11079.060334768845
2022-06-13,12485.64537019611,11079.060334768845
2022-06-14,12485.64537019611,11079.060334768845
2022-06-15,12485.64537019611,11079.060334768845
2022-06-16,12485.64537019611,11079.060334768845
2022-06-17,12485.64537019611,11079.060334768845
2022-06-21,12485.64537019611,11079.060334768845
2022-06-22,12485.64537019611,11079.060334768845
2022-06-23,12485.64537019611,11079.060334768845
2022-06-24,12485.64537019611,11079.060334768845
2022-06-27,12485.64537019611,11079.060334768845
2022-06-28,12485.64537019611,11079.060334768845
2022-06-29,12485.64537019611,11079.060334768845
2022-06-30,12485.64537019611,11079.060334768845
2022-07-01,12485.64537019611,11079.060334768845
2022-07-05,12485.64537019611,11079.060334768845
2022-07-06,12485.64537019611,11079.060334768845
2022-07-07,12485.64537019611,11079.060334768845
2022-07-08,12485.64537019611,11079.060334768845
2022-07-11,12485.64537019611,11079.060334768845
2022-07-12,12485.64537019611,11079.060334768845
2022-07-13,12485.64537019611,11079.060334768845
2022-07-14,12485.64537019611,11079.060334768845
2022-07-15,12485.64537019611,11079.060334768845
2022-07-18,12485.64537019611,11079.060334768845
2022-07-19,12485.64537019611,11079.060334768845
2022-07-20,12485.64537019611,11079.060334768845
2022-07-21,12485.64537019611,11079.060334768845
2022-07-22,12485.64537019611,11079.060334768845
2022-07-25,12485.64537019611,11079.060334768845
2022-07-26,12485.64537019611,11079.060334768845
2022-07-27,12485.64537019611,11079.060334768845
2022-07-28,12485.64537019611,11079.060334768845
2022-07-29,12485.64537019611,11079.060334768845
2022-08-01,12485.64537019611,11079.060334768845
2022-08-02,12485.64537019611,11079.060334768845
2022-08-03,12485.64537019611,11079.060334768845
2022-08-04,12485.64537019611,11079.060334768845
2022-08-05,12485.64537019611,11079.060334768845
2022-08-08,12485.64537019611,11079.060334768845
2022-08-09,12485.64537019611,11079.060334768845
2022-08-10,12485.64537019611,11314.26095171415
2022-08-11,12485.64537019611,11276.556778599675
2022-08-12,12485.64537019611,11804.431709909804
2022-08-15,12485.64537019611,11856.639896354545
2022-08-16,12485.64537019611,11664.881519837425
2022-08-17,12485.64537019611,11664.881519837425
2022-08-18,12485.64537019611,11664.881519837425
2022-08-19,12485.64537019611,11664.881519837425
2022-08-22,12485.64537019611,11664.881519837425
2022-08-23,12570.693709841507,11744.33907096975
2022-08-24,12599.905899884041,11771.630951019022
2022-08-25,13297.3214972333,12423.200819612686
2022-08-26,12077.754485072997,11283.80399385384
2022-08-29,11731.012964021458,10961.413163430356
2022-08-30,11731.012964021458,10961.413163430356
2022-08-31,11731.012964021458,10961.413163430356
2022-09-01,11731.012964021458,10961.413163430356
2022-09-02,11731.012964021458,10961.413163430356
2022-09-06,11731.012964021458,10961.413163430356
2022-09-07,11731.012964021458,10961.413163430356
2022-09-08,11731.012964021458,10961.413163430356
2022-09-09,11731.012964021458,10961.413163430356
2022-09-12,11731.012964021458,10961.413163430356
2022-09-13,11731.012964021458,10961.413163430356
2022-09-14,11731.012964021458,10961.413163430356
2022-09-15,11731.012964021458,10961.413163430356
2022-09-16,11731.012964021458,10961.413163430356
2022-09-19,11731.012964021458,10961.413163430356
2022-09-20,11731.012964021458,10961.413163430356
2022-09-21,11731.012964021458,10961.413163430356
2022-09-22,11731.012964021458,10961.413163430356
2022-09-23,11731.012964021458,10961.413163430356
2022-09-26,11731.012964021458,10961.413163430356
2022-09-27,11731.012964021458,10961.413163430356
2022-09-28,11731.012964021458,10961.413163430356
2022-09-29,11731.012964021458,10961.413163430356
2022-09-30,11731.012964021458,10961.413163430356
2022-10-03,11731.012964021458,10961.413163430356
2022-10-04,11731.012964021458,10961.413163430356
2022-10-05,11731.012964021458,10961.413163430356
2022-10-06,11731.012964021458,10961.413163430356
2022-10-07,11731.012964021458,10961.413163430356
2022-10-10,11731.012964021458,10961.413163430356
2022-10-11,11731.012964021458,10961.413163430356
2022-10-12,11731.012964021458,10961.413163430356
2022-10-13,11731.012964021458,10961.413163430356
2022-10-14,11731.012964021458,10961.413163430356
2022-10-17,11731.012964021458,10961.413163430356
2022-10-18,11731.012964021458,10961.413163430356
2022-10-19,11731.012964021458,10961.413163430356
2022-10-20,11731.012964021458,10961.413163430356
2022-10-21,11731.012964021458,10961.413163430356
2022-10-24,11731.012964021458,10961.413163430356
2022-10-25,11731.012964021458,10961.413163430356
2022-10-26,11731.012964021458,10961.413163430356
2022-10-27,11731.012964021458,10961.413163430356
2022-10-28,11731.012964021458,10961.413163430356
2022-10-31,11731.012964021458,10961.413163430356
2022-11-01,11731.012964021458,10961.413163430356
2022-11-02,11731.012964021458,10961.413163430356
2022-11-03,11731.012964021458,10961.413163430356
2022-11-04,11731.012964021458,10961.413163430356
2022-11-07,11731.012964021458,10961.413163430356
2022-11-08,11731.012964021458,10961.413163430356
2022-11-09,11731.012964021458,10961.413163430356
2022-11-10,11731.012964021458,10961.413163430356
2022-11-11,11731.012964021458,10961.413163430356
2022-11-14,11731.012964021458,10961.413163430356
2022-11-15,11731.012964021458,10961.413163430356
2022-11-16,11731.012964021458,10961.413163430356
2022-11-17,11731.012964021458,10961.413163430356
2022-11-18,11731.012964021458,10961.413163430356
2022-11-21,11731.012964021458,10961.413163430356
2022-11-22,11731.012964021458,10961.413163430356
2022-11-23,11731.012964021458,10961.413163430356
2022-11-25,11731.012964021458,10961.413163430356
2022-11-28,11731.012964021458,10961.413163430356
2022-11-29,11731.012964021458,10961.413163430356
2022-11-30,11731.012964021458,10961.413163430356
2022-12-01,11731.012964021458,10961.413163430356
2022-12-02,11731.012964021458,10961.413163430356
2022-12-05,11731.012964021458,10961.413163430356
2022-12-06,11731.012964021458,10961.413163430356
2022-12-07,11731.012964021458,10961.413163430356
2022-12-08,11731.012964021458,10961.413163430356
2022-12-09,11731.012964021458,10961.413163430356
2022-12-12,11731.012964021458,10961.413163430356
2022-12-13,11731.012964021458,10961.413163430356
2022-12-14,11731.012964021458,10961.413163430356
2022-12-15,11731.012964021458,10961.413163430356
2022-12-16,11731.012964021458,10961.413163430356
2022-12-19,11731.012964021458,10961.413163430356
2022-12-20,11731.012964021458,10961.413163430356
2022-12-21,11731.012964021458,10961.413163430356
2022-12-22,11731.012964021458,10961.413163430356
2022-12-23,11731.012964021458,10961.413163430356
2022-12-27,11731.012964021458,10961.413163430356
2022-12-28,11731.012964021458,10961.413163430356
2022-12-29,11731.012964021458,10961.413163430356
2022-12-30,11731.012964021458,10961.413163430356
2023-01-03,11731.012964021458,10961.413163430356
2023-01-04,11731.012964021458,10961.413163430356
2023-01-05,11731.012964021458,10961.413163430356
2023-01-06,11731.012964021458,10961.413163430356
2023-01-09,11731.012964021458,10961.413163430356
2023-01-10,11731.012964021458,10961.413163430356
2023-01-11,11731.012964021458,10961.413163430356
2023-01-12,11731.012964021458,10961.413163430356
2023-01-13,11731.012964021458,10961.413163430356
2023-01-17,11731.012964021458,10961.413163430356
2023-01-18,11731.012964021458,10961.413163430356
2023-01-19,11731.012964021458,10961.413163430356
2023-01-20,11731.012964021458,10961.413163430356
2023-01-23,11731.012964021458,10961.413163430356
2023-01-24,11731.012964021458,10961.413163430356
2023-01-25,11731.012964021458,10961.413163430356
2023-01-26,11731.012964021458,10961.413163430356
2023-01-27,11731.012964021458,10961.413163430356
2023-01-30,11731.012964021458,10961.413163430356
2023-01-31,11731.012964021458,10961.413163430356
2023-02-01,11731.012964021458,10961.413163430356
2023-02-02,11731.012964021458,10961.413163430356
2023-02-03,11731.012964021458,10961.413163430356
2023-02-06,11731.012964021458,10961.413163430356
2023-02-07,11731.012964021458,10961.413163430356
2023-02-08,11731.012964021458,10961.413163430356
2023-02-09,11731.012964021458,10961.413163430356
2023-02-10,11731.012964021458,10961.413163430356
2023-02-13,11731.012964021458,10961.413163430356
2023-02-14,11731.012964021458,10961.413163430356
2023-02-15,11731.012964021458,10961.413163430356
2023-02-16,11731.012964021458,10961.413163430356
2023-02-17,11731.012964021458,10961.413163430356
2023-02-21,11731.012964021458,10961.413163430356
2023-02-22,11731.012964021458,10961.413163430356
2023-02-23,11731.012964021458,10961.413163430356
2023-02-24,11731.012964021458,10961.413163430356
2023-02-27,11731.012964021458,10961.413163430356
2023-02-28,11731.012964021458,10961.413163430356
2023-03-01,11731.012964021458,10961.413163430356
2023-03-02,11731.012964021458,10961.413163430356
2023-03-03,11731.012964021458,10961.413163430356
2023-03-06,11731.012964021458,10961.413163430356
2023-03-07,11731.012964021458,10961.413163430356
2023-03-08,11731.012964021458,10961.413163430356
2023-03-09,11731.012964021458,10961.413163430356
2023-03-10,11731.012964021458,10961.413163430356
2023-03-13,11731.012964021458,10961.413163430356
2023-03-14,11731.012964021458,10961.413163430356
2023-03-15,11731.012964021458,10961.413163430356
2023-03-16,11731.012964021458,10961.413163430356
2023-03-17,11731.012964021458,10961.413163430356
2023-03-20,11731.012964021458,10961.413163430356
2023-03-21,11731.012964021458,10961.413163430356
2023-03-22,11731.012964021458,10961.413163430356
2023-03-23,11731.012964021458,10961.413163430356
2023-03-24,11731.012964021458,10961.413163430356
2023-03-27,11731.012964021458,10961.413163430356
2023-03-28,11731.012964021458,10961.413163430356
2023-03-29,11731.012964021458,10961.413163430356
2023-03-30,11731.012964021458,10961.413163430356
2023-03-31,11731.012964021458,10961.413163430356
2023-04-03,11731.012964021458,10961.413163430356
2023-04-04,11731.012964021458,10961.413163430356
2023-04-05,11731.012964021458,10961.413163430356
2023-04-06,11731.012964021458,10961.413163430356
2023-04-10,11731.012964021458,10961.413163430356
2023-04-11,11731.012964021458,10961.413163430356
2023-04-12,11731.012964021458,10961.413163430356
2023-04-13,11731.012964021458,10961.413163430356
2023-04-14,11731.012964021458,10961.413163430356
2023-04-17,11731.012964021458,10961.413163430356
2023-04-18,11731.012964021458,10961.413163430356
2023-04-19,11731.012964021458,10961.413163430356
2023-04-20,11731.012964021458,11107.719137217624
2023-04-21,11731.012964021458,10981.850697829599
2023-04-24,11731.012964021458,10896.706445585562
2023-04-25,11731.012964021458,10367.322274313176
2023-04-26,11617.59739052676,10425.306404249575
2023-04-27,11690.736248602834,10425.306404249575
2023-04-28,11987.589755340612,10425.306404249575
2023-05-01,12172.586147082937,10425.306404249575
2023-05-02,12033.043596883554,10425.306404249575
2023-05-03,12033.043596883554,10425.306404249575
2023-05-04,12033.043596883554,10425.306404249575
2023-05-05,12033.043596883554,10425.306404249575
2023-05-08,12033.043596883554,10425.306404249575
2023-05-09,12033.043596883554,10425.306404249575
2023-05-10,12033.043596883554,10425.306404249575
2023-05-11,12033.043596883554,10425.306404249575
2023-05-12,12033.043596883554,10425.306404249575
2023-05-15,12033.043596883554,10425.306404249575
2023-05-16,12033.043596883554,10425.306404249575
2023-05-17,12033.043596883554,10425.306404249575
2023-05-18,12033.043596883554,10425.306404249575
2023-05-19,12033.043596883554,10425.306404249575
2023-05-22,12033.043596883554,10425.306404249575
2023-05-23,12033.043596883554,10425.306404249575
2023-05-24,12033.043596883554,10425.306404249575
2023-05-25,12033.043596883554,10703.984979981784
2023-05-26,12033.043596883554,11773.576480310869
2023-05-30,12033.043596883554,11770.708927813826
2023-05-31,12033.043596883554,11277.493246963144
2023-06-01,12033.043596883554,11560.759913671394
2023-06-02,12033.043596883554,11560.759913671394
2023-06-05,12033.043596883554,11560.759913671394
2023-06-06,12033.043596883554,11560.759913671394
2023-06-07,12033.043596883554,11560.759913671394
2023-06-08,12033.043596883554,11560.759913671394
2023-06-09,12033.043596883554,11560.759913671394
2023-06-12,12033.043596883554,11560.759913671394
2023-06-13,12033.043596883554,11560.759913671394
2023-06-14,12033.043596883554,11560.759913671394
2023-06-15,12033.043596883554,11560.759913671394
2023-06-16,12033.043596883554,11560.759913671394
2023-06-20,12033.043596883554,11560.759913671394
2023-06-21,12033.043596883554,11560.759913671394
