Date,25pct_allocation,50pct_allocation,75pct_allocation,100pct_allocation,1pct_account_risk,2pct_account_risk
2021-03-30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-03-31,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-01,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-05,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-09,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-13,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-14,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-15,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-16,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-19,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-20,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-21,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-22,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-23,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-26,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-27,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-29,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-04-30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2021-05-03,9857.795932721358,9715.591865442715,9573.387798164074,9431.183730885432,9952.598644240452,9905.197288480906
2021-05-04,9697.8,9395.6,9093.400000000001,8791.2,9899.266666666666,9798.533333333335
2021-05-05,9697.8,9395.6,9093.4,8791.2,9899.266666666666,9798.533333333333
2021-05-06,9697.8,9395.6,9093.4,8791.2,9899.266666666666,9798.533333333333
2021-05-07,9697.8,9395.6,9093.4,8791.2,9899.266666666666,9798.533333333333
2021-05-10,9697.8,9395.6,9093.4,8791.2,9899.266666666666,9798.533333333333
2021-05-11,9953.27137950848,9890.620910579695,9812.04859321364,9717.554427410321,9986.1928874403,9970.616680609794
2021-05-12,9621.097736203834,9246.975819315052,8877.634249333649,8513.073026259628,9873.1680957449,9746.86734114618
2021-05-13,9721.250055073535,9441.038622666774,9159.365702779713,8876.231295412352,9907.24573918899,9814.329090880168
2021-05-14,9938.248359395684,9861.511156249479,9769.788390561378,9663.080062331392,9981.081182303215,9960.497302101776
2021-05-17,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380337,9956.627489322156,9912.087589773319
2021-05-18,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-19,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-20,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-21,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-24,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-25,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-26,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-27,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-05-28,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-01,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-02,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-03,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-04,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-07,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-08,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-09,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-10,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-11,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-14,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-15,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-16,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-17,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-18,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-21,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-22,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-23,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-24,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-25,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-28,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-29,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-06-30,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-01,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-02,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-06,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-07,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-08,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-09,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-12,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-13,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-14,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-15,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-16,9866.380301353489,9722.254102868043,9567.621404543657,9402.482206380335,9956.627489322156,9912.087589773319
2021-07-19,9977.98990445555,9942.212565553617,9892.311431172388,9827.929949190057,9994.170985801335,9986.838689164564
2021-07-20,10082.9664044357,10149.098612201695,10197.704709408295,10228.092782165815,10029.483223707937,10057.147233999955
2021-07-21,10328.608387543907,10633.205996098663,10912.316174907419,11164.462273213328,10112.112842232144,10221.667201669703
2021-07-22,10250.927703732907,10480.114117653335,10686.330752559237,10868.34911924857,10085.98243411223,10169.640168556556
2021-07-23,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.07253019507,10205.658512533533
2021-07-26,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-07-27,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-07-28,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-07-29,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-07-30,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-02,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-03,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-04,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-05,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-06,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-09,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-10,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-11,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-12,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-13,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-16,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-17,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-18,10304.706084364117,10586.099710295788,10842.780586210474,11073.348420523644,10104.072530195068,10205.658512533533
2021-08-19,10399.872821022316,10781.630675491546,11143.188585111937,11482.40984330773,10135.177140774094,10268.493182966913
2021-08-20,10453.79843683391,10892.427032272028,11313.412834722096,11714.20185281652,10152.80236718149,10304.09804256831
2021-08-23,10673.545884468334,11343.923343315932,12007.078429715208,12658.756712413735,10224.625348870492,10449.18821730318
2021-08-24,10676.242098999832,11349.463025018082,12015.589433039042,12670.34602808342,10225.506588534525,10450.968416535112
2021-08-25,10744.001294261972,11488.682055907826,12229.481439538977,12961.59981899764,10247.653227746781,10495.707017990148
2021-08-26,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-08-27,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-08-30,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-08-31,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-01,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-02,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-03,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-07,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-08,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-09,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-10,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-13,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-14,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-15,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-16,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-17,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-20,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-21,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-22,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-23,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-24,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-27,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-28,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-29,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-09-30,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-01,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-04,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-05,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-06,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-07,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-08,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-11,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-12,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-13,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-14,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-15,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-18,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-19,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-20,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-21,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-22,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-25,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-26,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-27,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-28,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-10-29,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-01,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-02,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-03,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-04,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-05,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-08,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-09,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-10,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-11,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-12,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-15,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-16,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-17,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-18,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-19,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-22,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-23,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-24,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-26,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-29,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-11-30,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-01,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-02,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-03,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-06,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-07,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-08,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-09,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-10,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-13,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-14,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-15,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-16,10744.001294261972,11488.682055907826,12229.481439538977,12961.599818997638,10247.653227746781,10495.707017990148
2021-12-17,10817.128418011709,11645.073376313276,12479.194775789752,13314.483065377965,10270.902834207955,10543.331786759516
2021-12-20,10751.145661832943,11503.96116194391,12253.877912011414,12996.075776651962,10249.924665838718,10500.359858634274
2021-12-21,11030.308444392962,12100.985001169889,13207.158530960463,14343.207510090338,10338.680034576304,10682.167405365284
2021-12-22,11118.306980447362,12289.180660203227,13507.654528841244,14767.854446647922,10366.65777016216,10739.477329737208
2021-12-23,11210.172489650558,12485.64631545278,13821.355404975995,15211.16190160745,10395.86494838565,10799.305658944515
2021-12-27,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2021-12-28,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2021-12-29,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2021-12-30,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2021-12-31,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-03,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-04,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-05,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-06,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-07,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-10,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-11,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-12,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-13,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-14,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-18,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-19,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-20,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-21,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-24,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-25,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-26,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-27,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-28,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-01-31,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-01,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-02,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-03,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-04,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-07,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-08,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-09,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
2022-02-10,11210.172489650558,12485.646315452781,13821.355404975995,15211.16190160745,10395.864948385652,10799.305658944515
