z_window,z_threshold,hold_days,year,trades,avg_return,median_return,win_rate
5,-1.5,1,2023,7,0.012829440871652498,0.01511061136016778,0.5714285714285714
5,-1.5,1,2024,9,-0.00780335043341962,-0.010367622524128595,0.4444444444444444
5,-1.5,1,2025,7,0.023705403937965403,0.021757731111422984,0.7142857142857143
5,-1.5,1,2026,1,0.001887521536889647,0.001887521536889647,1.0
5,-1.5,2,2021,9,-0.007043555478316033,-0.018346591486168795,0.4444444444444444
5,-1.5,2,2022,2,0.025950212592770416,0.025950212592770416,1.0
5,-1.5,2,2023,7,0.03146469400936754,-0.006387475933442466,0.42857142857142855
5,-1.5,2,2024,9,-0.017506084121591974,-0.017072547209610933,0.3333333333333333
5,-1.5,2,2025,7,-0.0025496847226149804,-0.00684722242924507,0.2857142857142857
5,-1.5,2,2026,1,-0.04435931861327369,-0.04435931861327369,0.0
5,-1.5,3,2021,9,0.009772554162342696,0.0014698547305365128,0.5555555555555556
5,-1.5,3,2022,2,0.12935082929679542,0.12935082929679542,1.0
5,-1.5,3,2023,7,0.054170836326864924,0.042694573466460994,0.5714285714285714
5,-1.5,3,2024,9,0.01872883182888352,0.020224703751799078,0.5555555555555556
5,-1.5,3,2025,7,0.022295730207586666,0.016821225975117482,0.5714285714285714
5,-1.5,3,2026,1,-0.14400788611058224,-0.14400788611058224,0.0
5,-1.5,4,2021,9,0.04838978834847696,0.047181663829937825,0.7777777777777778
5,-1.5,4,2022,2,0.03647831319251599,0.03647831319251599,0.5
5,-1.5,4,2023,7,0.03616577915090957,0.07420768973305547,0.5714285714285714
5,-1.5,4,2024,9,0.058877041041423835,0.09612824807584985,0.6666666666666666
5,-1.5,4,2025,7,0.05382177315666884,0.04585942504997731,0.8571428571428571
5,-1.5,4,2026,1,0.06135446869742256,0.06135446869742256,1.0
5,-1.5,5,2021,9,0.035180247882167365,0.04453618837950546,0.6666666666666666
5,-1.5,5,2022,2,-0.007430161618423747,-0.007430161618423747,0.5
5,-1.5,5,2023,7,0.04337799757493239,0.05586302275106658,0.7142857142857143
5,-1.5,5,2024,9,0.017877710866300373,0.05487560558245552,0.5555555555555556
5,-1.5,5,2025,7,0.06782362658493331,0.0516957418845545,0.7142857142857143
5,-1.5,5,2026,1,0.11200791478136041,0.11200791478136041,1.0
5,-1.5,6,2021,9,0.0276686120292093,0.05761078976998846,0.6666666666666666
5,-1.5,6,2022,2,-0.06595854284331865,-0.06595854284331865,0.5
5,-1.5,6,2023,7,0.04206371910815686,0.05335341797434401,0.7142857142857143
5,-1.5,6,2024,9,-0.015170916159848113,-0.011427534717942556,0.4444444444444444
5,-1.5,6,2025,7,0.0740992083477067,0.07426267033108491,0.8571428571428571
5,-1.5,6,2026,1,0.2912142757587206,0.2912142757587206,1.0
5,-1.5,7,2021,9,0.02390203841601511,0.033404722650485885,0.6666666666666666
5,-1.5,7,2022,2,-0.043476044681702464,-0.043476044681702464,0.5
5,-1.5,7,2023,7,0.04025847747514993,-0.0034634738653360753,0.42857142857142855
5,-1.5,7,2024,9,-0.05577292345376672,-0.04275550420113439,0.3333333333333333
5,-1.5,7,2025,7,0.059416299703011086,0.011660576586263183,0.5714285714285714
5,-1.5,7,2026,1,0.07177893646327926,0.07177893646327926,1.0
5,-1.4,1,2021,13,0.0011800791165198499,0.001803779849526066,0.5384615384615384
5,-1.4,1,2022,4,0.016099085293326404,0.01798863516130511,0.75
5,-1.4,1,2023,11,0.015724110076927623,0.01511061136016778,0.6363636363636364
5,-1.4,1,2024,13,-0.005738015081857399,0.002554610193488571,0.5384615384615384
5,-1.4,1,2025,9,0.02987650352404219,0.021757731111422984,0.7777777777777778
5,-1.4,1,2026,2,-0.061222166178272974,-0.061222166178272974,0.5
5,-1.4,2,2021,13,-0.003978671501985344,-0.005419871985498981,0.46153846153846156
5,-1.4,2,2022,4,0.035685218272074964,0.025950212592770416,0.75
5,-1.4,2,2023,11,0.05403104855888741,0.022243197151414984,0.6363636363636364
5,-1.4,2,2024,13,-0.011683913524806765,-0.013054354969973758,0.46153846153846156
5,-1.4,2,2025,9,-0.002916066946521788,-0.00684722242924507,0.3333333333333333
5,-1.4,2,2026,2,-0.08394165542637116,-0.08394165542637116,0.0
5,-1.4,3,2021,13,0.020343840794467886,0.00866303529902579,0.6153846153846154
5,-1.4,3,2022,4,0.06287121910335414,0.10324263055643801,0.75
5,-1.4,3,2023,11,0.07281909050465721,0.04269944501974332,0.7272727272727273
5,-1.4,3,2024,13,0.0017360243680893095,-0.00991133432228386,0.46153846153846156
5,-1.4,3,2025,9,0.005598767085590779,-0.003943351690334995,0.4444444444444444
5,-1.4,3,2026,2,-0.07228163586145314,-0.07228163586145314,0.0
5,-1.4,4,2021,13,0.05675857218292475,0.08222158575017091,0.7692307692307693
5,-1.4,4,2022,4,0.016309480953101335,0.034526898893154134,0.5
5,-1.4,4,2023,11,0.046362591025020605,0.025586703770441144,0.6363636363636364
5,-1.4,4,2024,13,0.03544886838625329,0.06490920459325333,0.6923076923076923
5,-1.4,4,2025,9,0.030205479275889888,0.03818064898568618,0.7777777777777778
5,-1.4,4,2026,2,0.04537390666991259,0.04537390666991259,1.0
5,-1.4,5,2021,13,0.050320369501326886,0.07978011978226651,0.7692307692307693
5,-1.4,5,2022,4,0.006546780562024512,-0.007430161618423747,0.5
5,-1.4,5,2023,11,0.043287375153442144,0.05149260605819461,0.7272727272727273
5,-1.4,5,2024,13,0.0050550248082998905,0.05487560558245552,0.6153846153846154
5,-1.4,5,2025,9,0.034934765751387285,0.011528409678871476,0.5555555555555556
5,-1.4,5,2026,2,0.10581390725626583,0.10581390725626583,1.0
5,-1.4,6,2021,13,0.042571144516751036,0.05761078976998846,0.7692307692307693
5,-1.4,6,2022,4,-0.02201683043439487,-0.0353197738174067,0.5
5,-1.4,6,2023,11,0.05095864713367184,0.03831822466184853,0.7272727272727273
5,-1.4,6,2024,13,-0.009732321898028144,0.05730409691335514,0.5384615384615384
5,-1.4,6,2025,9,0.04109688121489119,0.009316640140982102,0.6666666666666666
5,-1.4,6,2026,2,0.2970638259527756,0.2970638259527756,1.0
5,-1.4,7,2021,13,0.036895049996100146,0.038891234077382375,0.6923076923076923
5,-1.4,7,2022,4,-0.06533437130871844,-0.08719269793573442,0.25
5,-1.4,7,2023,11,0.03839333411729189,0.00639939953344193,0.5454545454545454
5,-1.4,7,2024,13,-0.034691496082396606,-0.006952612005012737,0.46153846153846156
5,-1.4,7,2025,9,0.043497779546455985,0.001352842102580798,0.5555555555555556
5,-1.4,7,2026,2,0.16481249540478937,0.16481249540478937,1.0
5,-1.3,1,2021,17,0.0009342018168611674,0.013151421326983215,0.5882352941176471
5,-1.3,1,2022,6,0.011772384945178738,0.01798863516130511,0.6666666666666666
5,-1.3,1,2023,15,0.001809360595289644,0.011567076334587645,0.5333333333333333
5,-1.3,1,2024,17,0.00414330055649099,0.017693346744577676,0.6470588235294118
5,-1.3,1,2025,11,0.030665467502628642,0.021757731111422984,0.8181818181818182
5,-1.3,1,2026,2,-0.061222166178272974,-0.061222166178272974,0.5
5,-1.3,2,2021,17,0.013619784026646549,0.009238281509726054,0.5882352941176471
5,-1.3,2,2022,6,0.03808578190625961,0.025950212592770416,0.6666666666666666
5,-1.3,2,2023,15,0.02059079502435423,0.0027253329397052273,0.5333333333333333
5,-1.3,2,2024,17,0.010658089837583755,0.002581541056415393,0.5294117647058824
5,-1.3,2,2025,11,0.00528432452131854,-0.0031651612656791173,0.45454545454545453
5,-1.3,2,2026,2,-0.08394165542637116,-0.08394165542637116,0.0
5,-1.3,3,2021,17,-0.00522665772671223,-0.014805864317004369,0.4117647058823529
5,-1.3,3,2022,6,0.03900018598584396,0.10324263055643801,0.6666666666666666
5,-1.3,3,2023,15,0.04134966416051093,0.03603359535075734,0.6666666666666666
5,-1.3,3,2024,17,0.025097931820094174,0.01407465087309423,0.5294117647058824
5,-1.3,3,2025,11,0.01123170560275889,0.016821225975117482,0.5454545454545454
5,-1.3,3,2026,2,-0.07228163586145314,-0.07228163586145314,0.0
5,-1.3,4,2021,17,0.02448393310893339,0.027166697676802354,0.6470588235294118
5,-1.3,4,2022,6,-0.0004022019345210996,0.034526898893154134,0.5
5,-1.3,4,2023,15,0.031122770758509645,0.0049867572418011985,0.5333333333333333
5,-1.3,4,2024,17,0.04704161454752026,0.06706270459715591,0.7058823529411765
5,-1.3,4,2025,11,0.027582969250551523,0.01620845676771876,0.8181818181818182
5,-1.3,4,2026,2,0.04537390666991259,0.04537390666991259,1.0
5,-1.3,5,2021,17,0.0363602755345034,0.06953348173827156,0.6470588235294118
5,-1.3,5,2022,6,-0.0077750097106811245,-0.007430161618423747,0.5
5,-1.3,5,2023,15,0.028365511561216878,0.012213035934730776,0.5333333333333333
5,-1.3,5,2024,17,0.030486849529809394,0.06490920459325333,0.6470588235294118
5,-1.3,5,2025,11,0.03695009050364248,0.03393588903037448,0.6363636363636364
5,-1.3,5,2026,2,0.10581390725626583,0.10581390725626583,1.0
5,-1.3,6,2021,17,0.022059711481602157,0.03589784303627552,0.5882352941176471
5,-1.3,6,2022,6,-0.02061483239181916,-0.0353197738174067,0.5
5,-1.3,6,2023,15,0.03643890746701042,0.00639939953344193,0.5333333333333333
5,-1.3,6,2024,17,0.026935211476994587,0.060020491252268604,0.6470588235294118
5,-1.3,6,2025,11,0.05537620308724734,0.07426267033108491,0.7272727272727273
5,-1.3,6,2026,2,0.2970638259527756,0.2970638259527756,1.0
5,-1.3,7,2021,17,0.02448105824901238,0.025945985300549923,0.6470588235294118
5,-1.3,7,2022,6,-0.052162522915317124,-0.08719269793573442,0.3333333333333333
5,-1.3,7,2023,15,0.027862708514344633,-0.009420574233575563,0.4
5,-1.3,7,2024,17,-0.006192973476074687,0.05145301401301894,0.5294117647058824
5,-1.3,7,2025,11,0.05970852133869955,0.011660576586263183,0.6363636363636364
5,-1.3,7,2026,2,0.16481249540478937,0.16481249540478937,1.0
5,-1.2,1,2021,19,0.002779133136032654,0.013151421326983215,0.631578947368421
5,-1.2,1,2022,7,-0.010105252914265164,-0.012997056371029214,0.42857142857142855
5,-1.2,1,2023,17,0.001367161772405165,-0.005589378698569569,0.47058823529411764
5,-1.2,1,2024,23,0.0026959560016414615,0.01647681693124392,0.6521739130434783
5,-1.2,1,2025,12,0.026956080386079762,0.020460886622349572,0.75
5,-1.2,1,2026,2,-0.061222166178272974,-0.061222166178272974,0.5
5,-1.2,2,2021,19,0.00973532480977446,0.009238281509726054,0.5789473684210527
5,-1.2,2,2022,7,0.010110357187746126,-0.012997056371029214,0.42857142857142855
5,-1.2,2,2023,17,0.016783735200017184,-0.006387475933442466,0.47058823529411764
5,-1.2,2,2024,23,0.011533152049798956,0.002581541056415393,0.5217391304347826
5,-1.2,2,2025,12,0.0022566774589758234,-0.005006191847462094,0.4166666666666667
5,-1.2,2,2026,2,-0.08394165542637116,-0.08394165542637116,0.0
5,-1.2,3,2021,19,-0.008231211633385698,-0.014805864317004369,0.42105263157894735
5,-1.2,3,2022,7,-0.01196160215859172,-0.040043455026970154,0.42857142857142855
5,-1.2,3,2023,17,0.035239527031145454,0.021449802906754245,0.7058823529411765
5,-1.2,3,2024,23,0.02825395982108052,0.020224703751799078,0.5652173913043478
5,-1.2,3,2025,12,0.014397464742452617,0.02609720992692577,0.5833333333333334
5,-1.2,3,2026,2,-0.07228163586145314,-0.07228163586145314,0.0
5,-1.2,4,2021,19,0.025335525107976885,0.027166697676802354,0.631578947368421
5,-1.2,4,2022,7,-0.006121512994221161,0.06527092189236372,0.5714285714285714
5,-1.2,4,2023,17,0.023626965853725885,0.0049867572418011985,0.5294117647058824
5,-1.2,4,2024,23,0.05178400664181164,0.06490920459325333,0.7391304347826086
5,-1.2,4,2025,12,0.028908331944373044,0.02719455287670247,0.8333333333333334
5,-1.2,4,2026,2,0.04537390666991259,0.04537390666991259,1.0
5,-1.2,5,2021,19,0.025696210497062832,0.0604590182137108,0.631578947368421
5,-1.2,5,2022,7,-0.035034137731985875,-0.11889104918642457,0.42857142857142855
5,-1.2,5,2023,17,0.03212073019302107,0.006260310547110404,0.5294117647058824
5,-1.2,5,2024,23,0.042644113261594396,0.06490920459325333,0.6956521739130435
5,-1.2,5,2025,12,0.0395334194978604,0.04281581545746449,0.6666666666666666
5,-1.2,5,2026,2,0.10581390725626583,0.10581390725626583,1.0
5,-1.2,6,2021,19,0.01882602382924666,0.03589784303627552,0.5789473684210527
5,-1.2,6,2022,7,-0.04328083025785555,-0.09322530938864482,0.42857142857142855
5,-1.2,6,2023,17,0.034308920503148016,-0.010100888662151863,0.47058823529411764
5,-1.2,6,2024,23,0.04748728475114331,0.06807449694917822,0.6956521739130435
5,-1.2,6,2025,12,0.05718848488023495,0.07569312746709178,0.75
5,-1.2,6,2026,2,0.2970638259527756,0.2970638259527756,1.0
5,-1.2,7,2021,19,0.02606404478596015,0.025945985300549923,0.631578947368421
5,-1.2,7,2022,7,-0.0652301470702321,-0.12111435061900533,0.2857142857142857
5,-1.2,7,2023,17,0.030902265270602285,-0.013909210095575997,0.35294117647058826
5,-1.2,7,2024,23,0.03159508078846712,0.058860246047907516,0.6086956521739131
5,-1.2,7,2025,12,0.062274610454186856,0.04764380853894401,0.6666666666666666
5,-1.2,7,2026,2,0.16481249540478937,0.16481249540478937,1.0
5,-1.1,1,2021,19,0.0030519394674367126,0.013151421326983215,0.631578947368421
5,-1.1,1,2022,10,0.030065112572291407,0.03239182094754478,0.6
5,-1.1,1,2023,17,0.005806538044940416,0.009510323462719628,0.5294117647058824
5,-1.1,1,2024,24,-0.002665037842266571,0.006960996412865961,0.5833333333333334
5,-1.1,1,2025,13,0.030405456708168417,0.021757731111422984,0.7692307692307693
5,-1.1,1,2026,2,-0.061222166178272974,-0.061222166178272974,0.5
5,-1.1,2,2021,19,0.009297382175318438,0.007428173443635888,0.5789473684210527
5,-1.1,2,2022,10,0.03163233769210413,0.010809541315894344,0.5
5,-1.1,2,2023,17,0.03191006594221658,0.010322960083364308,0.5882352941176471
5,-1.1,2,2024,24,0.0046736134696171066,-0.015063451089792346,0.4583333333333333
5,-1.1,2,2025,13,0.007155479610059057,-0.0031651612656791173,0.46153846153846156
5,-1.1,2,2026,2,-0.08394165542637116,-0.08394165542637116,0.0
5,-1.1,3,2021,19,-5.290503251476648e-05,-0.014326760441889852,0.47368421052631576
5,-1.1,3,2022,10,0.005795376946507069,0.018776931571863775,0.5
5,-1.1,3,2023,17,0.046835202988019735,0.042694573466460994,0.7647058823529411
5,-1.1,3,2024,24,0.022624715272030447,0.020332365003301045,0.5833333333333334
5,-1.1,3,2025,13,0.020284599114336443,0.035373193878734055,0.6153846153846154
5,-1.1,3,2026,2,-0.07228163586145314,-0.07228163586145314,0.0
5,-1.1,4,2021,19,0.03746106690928687,0.043377302220632075,0.6842105263157895
5,-1.1,4,2022,10,0.012247050016200845,0.06324543082922818,0.6
5,-1.1,4,2023,17,0.03327349583894124,0.023292519000301493,0.5882352941176471
5,-1.1,4,2024,24,0.046164594727710194,0.06598595459520462,0.7083333333333334
5,-1.1,4,2025,13,0.034400087511748494,0.03818064898568618,0.8461538461538461
5,-1.1,4,2026,2,0.04537390666991259,0.04537390666991259,1.0
5,-1.1,5,2021,19,0.0384829632153617,0.06953348173827156,0.6842105263157895
5,-1.1,5,2022,10,-0.025570307082023215,-0.0655019603673796,0.4
5,-1.1,5,2023,17,0.049330425640407544,0.03097557162780129,0.5882352941176471
5,-1.1,5,2024,24,0.040296214567236796,0.06579829046000762,0.6666666666666666
5,-1.1,5,2025,13,0.045259081742699506,0.0516957418845545,0.6923076923076923
5,-1.1,5,2026,2,0.10581390725626583,0.10581390725626583,1.0
5,-1.1,6,2021,19,0.03573684881597574,0.04167753764196891,0.631578947368421
5,-1.1,6,2022,10,-0.03513385661430264,-0.018019970621214243,0.4
5,-1.1,6,2023,17,0.056487266616428645,0.02731188573446741,0.5294117647058824
5,-1.1,6,2024,24,0.048516149290940586,0.06522226963832445,0.6666666666666666
5,-1.1,6,2025,13,0.054077362822466675,0.07426267033108491,0.7692307692307693
5,-1.1,6,2026,2,0.2970638259527756,0.2970638259527756,1.0
5,-1.1,7,2021,19,0.0366825841321803,0.033404722650485885,0.631578947368421
5,-1.1,7,2022,10,-0.06679233581649816,-0.10245059932630762,0.3
5,-1.1,7,2023,17,0.054118164431418,-0.009420574233575563,0.47058823529411764
5,-1.1,7,2024,24,0.03298854347488471,0.05515663003046323,0.5833333333333334
5,-1.1,7,2025,13,0.056399480790417754,0.011660576586263183,0.6153846153846154
5,-1.1,7,2026,2,0.16481249540478937,0.16481249540478937,1.0
5,-1.0,1,2021,20,0.0023654699401765957,0.01313731566174925,0.6
5,-1.0,1,2022,10,0.011538228092865855,0.005185229151167869,0.5
5,-1.0,1,2023,20,0.005245957357262987,0.003984437221972115,0.5
5,-1.0,1,2024,26,0.0011527509036699268,0.013570426854013662,0.6153846153846154
5,-1.0,1,2025,13,0.026559038742303493,0.01916404213327616,0.7692307692307693
5,-1.0,1,2026,2,-0.061222166178272974,-0.061222166178272974,0.5
5,-1.0,2,2021,20,0.010992417230000051,0.016333581525106555,0.6
5,-1.0,2,2022,10,0.033257354065305486,0.010809541315894344,0.5
5,-1.0,2,2023,20,0.03398844471316965,0.016283078617389646,0.6
5,-1.0,2,2024,26,0.00761951383492957,-0.006296121321073156,0.5
5,-1.0,2,2025,13,0.015441887614231872,0.007010641359759262,0.5384615384615384
5,-1.0,2,2026,2,-0.08394165542637116,-0.08394165542637116,0.0
5,-1.0,3,2021,20,-0.00012837281983045789,-0.00642845285567667,0.5
5,-1.0,3,2022,10,0.008709582156924611,0.018776931571863775,0.5
5,-1.0,3,2023,20,0.049951559880321614,0.04759014017654617,0.75
5,-1.0,3,2024,26,0.023588271041016774,0.020332365003301045,0.5769230769230769
5,-1.0,3,2025,13,0.013406517114556546,0.015242492850311873,0.6153846153846154
5,-1.0,3,2026,2,-0.07228163586145314,-0.07228163586145314,0.0
5,-1.0,4,2021,20,0.035134472185536544,0.035271999948717214,0.65
5,-1.0,4,2022,10,0.014944858429823949,0.0767344728973437,0.6
5,-1.0,4,2023,20,0.034428344580962396,0.019697458963751968,0.6
5,-1.0,4,2024,26,0.05080635641824402,0.07027072670791912,0.7307692307692307
5,-1.0,4,2025,13,0.03868196033733064,0.043487321576409776,0.8461538461538461
5,-1.0,4,2026,2,0.04537390666991259,0.04537390666991259,1.0
5,-1.0,5,2021,20,0.026107002101155536,0.06499624997599118,0.65
5,-1.0,5,2022,10,-0.01921387640961637,-0.03371980700534538,0.5
5,-1.0,5,2023,20,0.044763859566764416,0.018617941087455847,0.55
5,-1.0,5,2024,26,0.032081362192380815,0.06131432545811666,0.6538461538461539
5,-1.0,5,2025,13,0.04320561259731607,0.0516957418845545,0.6153846153846154
5,-1.0,5,2026,2,0.10581390725626583,0.10581390725626583,1.0
5,-1.0,6,2021,20,0.030528503351402288,0.038787690339122216,0.6
5,-1.0,6,2022,10,-0.03587461478361424,-0.021723761467772273,0.4
5,-1.0,6,2023,20,0.04394887676171279,0.007933530284571999,0.5
5,-1.0,6,2024,26,0.04097885789893717,0.06522226963832445,0.6538461538461539
5,-1.0,6,2025,13,0.06394164682093208,0.07712358460309865,0.7692307692307693
5,-1.0,6,2026,2,0.2970638259527756,0.2970638259527756,1.0
5,-1.0,7,2021,20,0.027986893703112664,0.024789892259895696,0.6
5,-1.0,7,2022,10,-0.07545488276441051,-0.10245059932630762,0.2
5,-1.0,7,2023,20,0.0343920237093856,-0.01166489216457578,0.45
5,-1.0,7,2024,26,0.025667283065066573,0.05515663003046323,0.5769230769230769
5,-1.0,7,2025,13,0.05538455424623449,0.07202966366940822,0.6923076923076923
5,-1.0,7,2026,2,0.16481249540478937,0.16481249540478937,1.0
6,-1.8,1,2021,1,0.001803779849526066,0.001803779849526066,1.0
6,-1.8,1,2023,1,-0.02031668787148988,-0.02031668787148988,0.0
6,-1.8,1,2024,2,-0.03141226212146425,-0.03141226212146425,0.0
6,-1.8,1,2025,3,0.01258121816624469,0.0030601394308840124,0.6666666666666666
6,-1.8,2,2021,1,-0.04762016599471708,-0.04762016599471708,0.0
6,-1.8,2,2023,1,-0.007859911770405348,-0.007859911770405348,0.0
6,-1.8,2,2024,2,-0.08692054960622414,-0.08692054960622414,0.0
6,-1.8,2,2025,3,-0.02422123141565217,-0.00684722242924507,0.0
6,-1.8,3,2021,1,0.06493337593939019,0.06493337593939019,1.0
6,-1.8,3,2023,1,0.04269944501974332,0.04269944501974332,1.0
6,-1.8,3,2024,2,-0.02571653621662101,-0.02571653621662101,0.0
6,-1.8,3,2025,3,-0.06882676258024996,-0.036172977899815884,0.0
6,-1.8,4,2021,1,0.11340686775746711,0.11340686775746711,1.0
6,-1.8,4,2023,1,0.07420768973305547,0.07420768973305547,1.0
6,-1.8,4,2024,2,-0.000912520786430282,-0.000912520786430282,0.5
6,-1.8,4,2025,3,-0.007609325316119279,0.03818064898568618,0.6666666666666666
6,-1.8,5,2021,1,0.04453618837950546,0.04453618837950546,1.0
6,-1.8,5,2023,1,0.05149260605819461,0.05149260605819461,1.0
6,-1.8,5,2024,2,-0.07139882874323206,-0.07139882874323206,0.5
6,-1.8,5,2025,3,-0.005679174417385931,-0.034176664685322766,0.3333333333333333
6,-1.8,6,2021,1,0.0703507619983732,0.0703507619983732,1.0
6,-1.8,6,2023,1,0.014122562983253983,0.014122562983253983,1.0
6,-1.8,6,2024,2,-0.10483648789837768,-0.10483648789837768,0.5
6,-1.8,6,2025,3,0.02835125818953473,0.009316640140982102,1.0
6,-1.8,7,2021,1,0.04710254884359655,0.04710254884359655,1.0
6,-1.8,7,2023,1,-0.0034634738653360753,-0.0034634738653360753,0.0
6,-1.8,7,2024,2,-0.07967748142185732,-0.07967748142185732,0.5
6,-1.8,7,2025,3,-0.036922971566989725,-0.028066660986177272,0.3333333333333333
6,-1.7,1,2021,7,-0.009153168734813246,0.001803779849526066,0.5714285714285714
6,-1.7,1,2022,1,0.04141612722172461,0.04141612722172461,1.0
6,-1.7,1,2023,3,0.0029422301148739707,-0.005589378698569569,0.3333333333333333
6,-1.7,1,2024,4,-0.008609491417058551,-0.006102305711517486,0.5
6,-1.7,1,2025,5,0.01103723355618429,0.0030601394308840124,0.6
6,-1.7,2,2021,7,0.003328341632689374,0.02590913890544644,0.5714285714285714
6,-1.7,2,2022,1,0.0346161390028179,0.0346161390028179,1.0
6,-1.7,2,2023,3,-0.011238322737286421,-0.007859911770405348,0.0
6,-1.7,2,2024,4,-0.04607847828150166,-0.02648039433178284,0.25
6,-1.7,2,2025,5,-0.023036846939847266,-0.00684722242924507,0.2
6,-1.7,3,2021,7,0.03429156503434437,0.037869094193039965,0.7142857142857143
6,-1.7,3,2022,1,0.12981371565141253,0.12981371565141253,1.0
6,-1.7,3,2023,3,0.024961747552292374,0.042694573466460994,0.6666666666666666
6,-1.7,3,2024,4,0.012624657275428802,-0.002111550974319143,0.5
6,-1.7,3,2025,5,-0.025317603222167008,-0.003943351690334995,0.4
6,-1.7,4,2021,7,0.067108972121561,0.08222158575017091,0.8571428571428571
6,-1.7,4,2022,1,0.1392286417471662,0.1392286417471662,1.0
6,-1.7,4,2023,3,0.055275199480973924,0.07420768973305547,0.6666666666666666
6,-1.7,4,2024,4,0.06324258180939787,0.0883020604531567,0.75
6,-1.7,4,2025,5,0.015103619823355974,0.03818064898568618,0.8
6,-1.7,5,2021,7,0.07469458550239465,0.0798681566374615,0.8571428571428571
6,-1.7,5,2022,1,0.10575255053233068,0.10575255053233068,1.0
6,-1.7,5,2023,3,0.05662014259705184,0.05586302275106658,1.0
6,-1.7,5,2024,4,0.03283693933804996,0.08166352212895789,0.75
6,-1.7,5,2025,5,0.02336573112187055,0.011528409678871476,0.6
6,-1.7,6,2021,7,0.07249112037008901,0.09044679701508884,0.8571428571428571
6,-1.7,6,2022,1,0.022585761753831424,0.022585761753831424,1.0
6,-1.7,6,2023,3,0.0679865398250954,0.06653621321137493,1.0
6,-1.7,6,2024,4,-0.019448554013538955,0.018846067582881265,0.5
6,-1.7,6,2025,5,0.03249807927555366,0.009316640140982102,0.8
6,-1.7,7,2021,7,0.04955995749493759,0.04710254884359655,0.8571428571428571
6,-1.7,7,2022,1,0.09267611600838377,0.09267611600838377,1.0
6,-1.7,7,2023,3,0.08081272614043004,0.1122257775888158,0.6666666666666666
6,-1.7,7,2024,4,-0.04180602488874674,-0.003934568355636159,0.5
6,-1.7,7,2025,5,0.013690197996309017,-0.006114724021395679,0.4
6,-1.6,1,2021,10,0.008608999967344743,0.007014007515823817,0.6
6,-1.6,1,2022,2,0.02701294143548494,0.02701294143548494,1.0
6,-1.6,1,2023,5,0.009416403798734185,-0.005589378698569569,0.4
6,-1.6,1,2024,8,-0.004439793857824906,-0.003906506165320012,0.5
6,-1.6,1,2025,7,0.02315265559419761,0.021757731111422984,0.7142857142857143
6,-1.6,1,2026,1,0.001887521536889647,0.001887521536889647,1.0
6,-1.6,2,2021,10,-0.00561087101938248,-0.0045541549882213705,0.5
6,-1.6,2,2022,2,0.025950212592770416,0.025950212592770416,1.0
6,-1.6,2,2023,5,0.05188172700357161,-0.006387475933442466,0.4
6,-1.6,2,2024,8,-0.027834366359550403,-0.015063451089792346,0.375
6,-1.6,2,2025,7,-0.01860460372825195,-0.00684722242924507,0.2857142857142857
6,-1.6,2,2026,1,-0.04435931861327369,-0.04435931861327369,0.0
6,-1.6,3,2021,10,0.019738501082324268,0.005066445014781151,0.6
6,-1.6,3,2022,2,0.12935082929679542,0.12935082929679542,1.0
6,-1.6,3,2023,5,0.07906277059475428,0.042694573466460994,0.8
6,-1.6,3,2024,8,0.0032926609376096733,-0.012654560532216308,0.375
6,-1.6,3,2025,7,-0.017673469920083323,-0.003943351690334995,0.42857142857142855
6,-1.6,3,2026,1,-0.14400788611058224,-0.14400788611058224,0.0
6,-1.6,4,2021,10,0.050751591932777874,0.07300077931020099,0.7
6,-1.6,4,2022,2,0.03647831319251599,0.03647831319251599,0.5
6,-1.6,4,2023,5,0.08548327063362512,0.07420768973305547,0.8
6,-1.6,4,2024,8,0.03502917406711131,0.04293014200865897,0.625
6,-1.6,4,2025,7,0.019821639518660467,0.03818064898568618,0.8571428571428571
6,-1.6,4,2026,1,0.06135446869742256,0.06135446869742256,1.0
6,-1.6,5,2021,10,0.04705993717211086,0.07465680076026904,0.7
6,-1.6,5,2022,2,-0.007430161618423747,-0.007430161618423747,0.5
6,-1.6,5,2023,5,0.07629301314523337,0.05586302275106658,1.0
6,-1.6,5,2024,8,0.0028023124182304376,0.00017446784706642848,0.5
6,-1.6,5,2025,7,0.004134896960864776,0.011528409678871476,0.5714285714285714
6,-1.6,5,2026,1,0.11200791478136041,0.11200791478136041,1.0
6,-1.6,6,2021,10,0.03823021837259434,0.06398077588418083,0.7
6,-1.6,6,2022,2,-0.06595854284331865,-0.06595854284331865,0.5
6,-1.6,6,2023,5,0.10529324691865156,0.06653621321137493,1.0
6,-1.6,6,2024,8,-0.027152271300830755,-0.015519748232767583,0.375
6,-1.6,6,2025,7,0.021600175127393238,0.009316640140982102,0.7142857142857143
6,-1.6,6,2026,1,0.2912142757587206,0.2912142757587206,1.0
6,-1.6,7,2021,10,0.04503345037283997,0.07465337086159196,0.8
6,-1.6,7,2022,2,-0.043476044681702464,-0.043476044681702464,0.5
6,-1.6,7,2023,5,0.10159563276767902,0.1122257775888158,0.8
6,-1.6,7,2024,8,-0.05531232333190017,-0.058132933088786976,0.375
6,-1.6,7,2025,7,0.021918696082250104,0.001352842102580798,0.5714285714285714
6,-1.6,7,2026,1,0.07177893646327926,0.07177893646327926,1.0
6,-1.5,1,2021,13,0.0055519840020926605,0.013151421326983215,0.6153846153846154
