z_window,z_threshold,hold_days,signal_date,entry_date,exit_date,signal_z_score,entry_price,exit_price,return,winner,year
5,-1.25,1,2024-11-15,2024-11-18,2024-11-18,-1.4626660304210528,26.477413909633217,27.384502910614014,0.034258972725836,True,2024
5,-1.25,1,2024-11-27,2024-11-29,2024-11-29,-1.5306475463732707,27.320326604381687,27.770478624343873,0.0164768169312437,True,2024
5,-1.25,1,2024-12-10,2024-12-11,2024-12-11,-1.5405055461573194,28.093825835278203,28.819544094085693,0.025831948381205727,True,2024
5,-1.25,1,2024-12-19,2024-12-20,2024-12-20,-1.33129418121041,25.604750189263072,27.018320920944213,0.05520736274450733,True,2024
5,-1.25,1,2024-12-30,2024-12-31,2024-12-31,-1.6223836825274622,28.044005721247803,27.104664087295532,-0.03349527322484358,False,2024
5,-1.25,1,2025-05-19,2025-05-20,2025-05-20,-1.438152257420263,17.57693769935488,17.890264434814455,0.01782601388358307,True,2025
5,-1.25,1,2025-05-21,2025-05-22,2025-05-22,-1.6680343735336967,16.92852358573872,16.436742376327516,-0.029050448901846382,False,2025
5,-1.25,1,2025-06-13,2025-06-16,2025-06-16,-1.389872563924819,20.779089921195233,21.802825160980223,0.04926756867925919,True,2025
5,-1.25,1,2025-07-22,2025-07-23,2025-07-23,-1.6680922567930943,25.668191678003822,25.746739923477172,0.0030601394308840124,True,2025
5,-1.25,1,2025-07-31,2025-08-01,2025-08-01,-1.322019635179756,23.596724056565943,24.048932670593263,0.01916404213327616,True,2025
5,-1.25,1,2025-08-19,2025-08-20,2025-08-20,-1.2742506994676737,26.128519009906032,25.766712759017945,-0.013847177895957907,False,2025
5,-1.25,1,2025-08-29,2025-09-02,2025-09-02,-1.590027342803307,24.097078995766488,25.21742357826233,0.04649296218403376,True,2025
5,-1.25,1,2025-10-10,2025-10-13,2025-10-13,-1.6157459693088616,38.26822954177856,39.10085939025879,0.021757731111422984,True,2025
5,-1.25,1,2025-10-22,2025-10-23,2025-10-23,-1.5161545276138848,37.76772954177856,41.128828170776366,0.08899392867341338,True,2025
5,-1.25,1,2025-11-04,2025-11-05,2025-11-05,-1.707625816318811,43.26322122192382,46.78317182922363,0.08136126963925805,True,2025
5,-1.25,1,2025-11-13,2025-11-14,2025-11-14,-1.40389218424212,35.77574168014526,38.821140609741214,0.08512469026703884,True,2025
5,-1.25,1,2025-12-12,2025-12-15,2025-12-15,-1.7394666220687278,43.15311061096191,41.138820304870606,-0.04667775457140799,False,2025
5,-1.25,1,2026-05-15,2026-05-18,2026-05-18,-1.4144026719221219,173.12294694519042,151.59825,-0.1243318538934356,False,2026
5,-1.25,1,2026-06-05,2026-06-08,2026-06-08,-1.5506494524841414,210.83061511230466,211.22856243896484,0.001887521536889647,True,2026
5,-1.25,2,2021-01-26,2021-01-27,2021-01-28,-1.3678398818143918,35.78824894463621,34.03811714172363,-0.04890241502511061,False,2021
5,-1.25,2,2021-02-18,2021-02-19,2021-02-22,-1.2705629499690398,43.338726512614365,39.53385186767578,-0.08779387285021223,False,2021
5,-1.25,2,2021-02-22,2021-02-23,2021-02-24,-1.3570996793117178,37.370562633059265,42.38085171890259,0.13407047506988978,True,2021
5,-1.25,2,2021-04-14,2021-04-15,2021-04-16,-1.397526545890668,41.12895574704121,41.43448000717163,0.007428446810308298,True,2021
5,-1.25,2,2021-04-19,2021-04-20,2021-04-21,-1.5301677688380682,37.885258638039126,39.49601742553711,0.0425167689334629,True,2021
5,-1.25,2,2021-04-30,2021-05-03,2021-05-04,-1.5340653337715822,36.63245801109698,32.9246649055481,-0.10121606102505287,False,2021
5,-1.25,2,2021-05-10,2021-05-11,2021-05-12,-1.424801520038772,28.183293496078416,27.26437245941162,-0.03260516861858809,False,2021
5,-1.25,2,2021-06-18,2021-06-21,2021-06-22,-1.5633812161757379,36.467358586928334,37.41218872833252,0.025908927271273585,True,2021
5,-1.25,2,2021-07-07,2021-07-08,2021-07-09,-1.4206403911186063,37.438525441748055,40.484648014068604,0.08136331589928991,True,2021
5,-1.25,2,2021-07-15,2021-07-16,2021-07-19,-1.6459661713140536,38.87585504510513,35.70634241867065,-0.08152907820952371,False,2021
5,-1.25,2,2021-07-27,2021-07-28,2021-07-29,-1.657992168978995,38.39998143666492,42.112942863464355,0.09669175056564572,True,2021
5,-1.25,2,2021-08-10,2021-08-11,2021-08-12,-1.597148484343668,43.7608262254665,41.30848079681397,-0.05603974239465792,False,2021
5,-1.25,2,2021-08-12,2021-08-13,2021-08-16,-1.3516599796489477,41.27464028514248,41.686486049652096,0.009978179377564844,True,2021
5,-1.25,2,2021-08-17,2021-08-18,2021-08-19,-1.6303527429974147,39.12835955420487,38.41049514770508,-0.018346396697396128,False,2021
5,-1.25,2,2021-09-08,2021-09-09,2021-09-10,-1.4875212964699196,43.615154285323946,45.15632130432129,0.035335585629601374,True,2021
5,-1.25,2,2021-09-17,2021-09-20,2021-09-21,-1.4575569163394086,42.48860320187897,42.258324222564696,-0.005419782293622055,False,2021
5,-1.25,2,2021-11-26,2021-11-29,2021-11-30,-1.4945150665103286,62.10619762274401,62.67995978164673,0.009238404231216357,True,2021
5,-1.25,2,2021-12-13,2021-12-14,2021-12-15,-1.3928489548196787,58.27007997904644,66.02379963684082,0.13306519676277384,True,2021
5,-1.25,2,2022-03-31,2022-04-01,2022-04-04,-1.3475793303845833,37.959580648833054,36.807435962677005,-0.03035188130276323,False,2022
5,-1.25,2,2022-04-05,2022-04-06,2022-04-07,-1.4554765878357339,29.97320472399012,29.583641292572022,-0.012997056371029103,False,2022
5,-1.25,2,2022-07-26,2022-07-27,2022-07-28,-1.3094537720563677,16.849374037026216,18.806023326873778,0.11612593355384337,True,2022
5,-1.25,2,2022-08-09,2022-08-10,2022-08-11,-1.6977630475495098,18.56155034397228,19.204079538345336,0.034616138332524304,True,2022
5,-1.25,2,2022-08-22,2022-08-23,2022-08-24,-1.5346900966995287,16.615895715491366,16.903091508865355,0.017284400329151683,True,2022
5,-1.25,2,2022-12-06,2022-12-07,2022-12-08,-1.4733785299392534,11.136297701975419,12.29266100692749,0.10383731971775045,True,2022
5,-1.25,2,2023-01-30,2023-01-31,2023-02-01,-1.4423056443154962,13.389680995917725,16.422615434646605,0.22651282279641816,True,2023
5,-1.25,2,2023-02-17,2023-02-21,2023-02-22,-1.341020551107981,14.486711535417783,13.519333611488342,-0.06677691631840321,False,2023
5,-1.25,2,2023-04-04,2023-04-05,2023-04-06,-1.2656767680825702,15.940766754820636,15.331300615310669,-0.038233175912047,False,2023
5,-1.25,2,2023-04-12,2023-04-13,2023-04-14,-1.3490809032977926,15.097132263041104,15.252981262207031,0.010323086295498385,True,2023
5,-1.25,2,2023-04-19,2023-04-20,2023-04-21,-1.6197637960192615,14.50855120822883,14.54809279346466,0.0027253986058513036,True,2023
5,-1.25,2,2023-04-21,2023-04-24,2023-04-25,-1.3363205061529229,14.49873980360003,12.922936205863953,-0.10868555606086572,False,2023
5,-1.25,2,2023-04-25,2023-04-26,2023-04-27,-1.7032257618443751,13.360814472170603,13.255800601959228,-0.007859840463327217,False,2023
5,-1.25,2,2023-05-04,2023-05-05,2023-05-08,-1.2775308398422134,13.360814412333522,14.342500442504884,0.07347501431238768,True,2023
5,-1.25,2,2023-05-24,2023-05-25,2023-05-26,-1.6201453318052021,17.81441975929096,22.3997541847229,0.25739454258904493,True,2023
5,-1.25,2,2023-06-20,2023-06-21,2023-06-22,-1.2809040520692014,23.746660375177495,22.650052951812743,-0.046179437699418235,False,2023
5,-1.25,2,2023-07-20,2023-07-21,2023-07-24,-1.5592558018264884,24.571943505890648,24.414992712020872,-0.006387398450275139,False,2023
5,-1.25,2,2023-08-02,2023-08-03,2023-08-04,-1.4541138854609805,23.86455968921045,24.395381910324097,0.022243118164616327,True,2023
5,-1.25,2,2023-08-08,2023-08-09,2023-08-10,-1.3949751179999015,23.972631924380487,22.36570013809204,-0.06703193005079155,False,2023
5,-1.25,2,2023-11-28,2023-11-29,2023-11-30,-1.6248555088954826,23.087323651783716,22.40279526901245,-0.029649533791604288,False,2023
5,-1.25,2,2023-12-04,2023-12-05,2023-12-06,-1.2867637636310176,21.335599608811798,21.08672031211853,-0.0116649778425012,False,2023
5,-1.25,2,2023-12-20,2023-12-21,2023-12-22,-1.7501443873075508,29.343188701449197,30.032668058395387,0.023497083563796206,True,2023
5,-1.25,2,2024-01-02,2024-01-03,2024-01-04,-1.7513322558852733,26.226400861672825,25.1798006401062,-0.039906361040035865,False,2024
5,-1.25,2,2024-01-12,2024-01-16,2024-01-17,-1.2878604743228224,27.765069279774334,27.985212329864503,0.007928777265848064,True,2024
5,-1.25,2,2024-01-26,2024-01-29,2024-01-30,-1.3890421774419806,33.761926423001555,33.005425128936764,-0.022406935095664382,False,2024
5,-1.25,2,2024-02-28,2024-02-29,2024-03-01,-1.3227414918548208,40.646479032260466,47.57387660980225,0.1704304466825679,True,2024
5,-1.25,2,2024-03-14,2024-03-15,2024-03-18,-1.4273036468808038,41.23827559807437,41.87446164321899,0.015427076809543694,True,2024
5,-1.25,2,2024-04-12,2024-04-15,2024-04-16,-1.4022113060977295,42.43705497587952,39.93861332702637,-0.05887405830289649,False,2024
5,-1.25,2,2024-06-24,2024-06-25,2024-06-26,-1.4536533252440398,53.68277869468384,54.11888068771362,0.008123685167455097,True,2024
5,-1.25,2,2024-07-17,2024-07-18,2024-07-19,-1.7484324087255723,53.613488324659784,46.432776420593264,-0.1339348012683539,False,2024
5,-1.25,2,2024-08-22,2024-08-23,2024-08-26,-1.5300357781618539,38.76484443567189,36.918995738983156,-0.0476165640172197,False,2024
5,-1.25,2,2024-10-01,2024-10-02,2024-10-03,-1.329995084409319,33.567801968718875,34.84670639419556,0.03809914115521962,True,2024
5,-1.25,2,2024-10-15,2024-10-16,2024-10-17,-1.5669318167777775,35.45196556078818,34.84670639419556,-0.01707265470386432,False,2024
5,-1.25,2,2024-10-23,2024-10-24,2024-10-25,-1.6612053945246938,34.29172253324224,34.915984428405764,0.018204448451324184,True,2024
5,-1.25,2,2024-10-31,2024-11-01,2024-11-04,-1.5471607320464118,30.434150582705534,30.036848596572877,-0.013054479212520786,False,2024
5,-1.25,2,2024-11-12,2024-11-13,2024-11-14,-1.2728015580323608,30.57298524778542,29.29458966064453,-0.04181454891564751,False,2024
5,-1.25,2,2024-11-15,2024-11-18,2024-11-19,-1.4626660304210528,26.477413909633217,27.56264642715454,0.04098710399834338,True,2024
5,-1.25,2,2024-11-27,2024-11-29,2024-12-02,-1.5306475463732707,27.320326604381687,29.888397571563722,0.09399854563854904,True,2024
5,-1.25,2,2024-12-10,2024-12-11,2024-12-12,-1.5405055461573194,28.093825835278203,28.166351200103758,0.002581541056415393,True,2024
5,-1.25,2,2024-12-19,2024-12-20,2024-12-23,-1.33129418121041,25.604750189263072,29.367524236679078,0.14695609289692912,True,2024
5,-1.25,2,2024-12-30,2024-12-31,2025-01-02,-1.6223836825274622,28.044005721247803,27.461959098815917,-0.02075476050808578,False,2024
5,-1.25,2,2025-05-19,2025-05-20,2025-05-21,-1.438152257420263,17.57693769935488,16.924567737579345,-0.03711510918079197,False,2025
5,-1.25,2,2025-05-21,2025-05-22,2025-05-23,-1.6680343735336967,16.92852358573872,15.660202646255494,-0.07492212377881036,False,2025
5,-1.25,2,2025-06-13,2025-06-16,2025-06-17,-1.389872563924819,20.779089921195233,21.324955730438234,0.026269957505992814,True,2025
5,-1.25,2,2025-07-22,2025-07-23,2025-07-24,-1.6680922567930943,25.668191678003822,25.58694771194458,-0.0031651612656791173,False,2025
5,-1.25,2,2025-07-31,2025-08-01,2025-08-04,-1.322019635179756,23.596724056565943,24.96774598503113,0.058102214747207226,True,2025
5,-1.25,2,2025-08-19,2025-08-20,2025-08-21,-1.2742506994676737,26.128519009906032,25.317295377731323,-0.031047440226794065,False,2025
5,-1.25,2,2025-08-29,2025-09-02,2025-09-03,-1.590027342803307,24.097078995766488,24.877862508773802,0.032401583326530536,True,2025
5,-1.25,2,2025-10-10,2025-10-13,2025-10-14,-1.6157459693088616,38.26822954177856,36.593371067047116,-0.04376629111892805,False,2025
5,-1.25,2,2025-10-22,2025-10-23,2025-10-24,-1.5161545276138848,37.76772954177856,43.096859390258786,0.14110273275985952,True,2025
5,-1.25,2,2025-11-04,2025-11-05,2025-11-06,-1.707625816318811,43.26322122192382,42.96698832321167,-0.00684722242924507,False,2025
5,-1.25,2,2025-11-13,2025-11-14,2025-11-17,-1.40389218424212,35.77574168014526,36.803160152435304,0.028718299720400742,True,2025
5,-1.25,2,2025-12-12,2025-12-15,2025-12-16,-1.7394666220687278,43.15311061096191,40.44951167678833,-0.06265131055203232,False,2025
5,-1.25,2,2026-05-15,2026-05-18,2026-05-19,-1.4144026719221219,173.12294694519042,151.73810939025878,-0.12352399223946864,False,2026
5,-1.25,2,2026-06-05,2026-06-08,2026-06-09,-1.5506494524841414,210.83061511230466,201.47831268310546,-0.04435931861327369,False,2026
5,-1.25,3,2021-01-26,2021-01-27,2021-01-29,-1.3678398818143918,35.78824894463621,32.35884792709351,-0.09582477820716861,False,2021
5,-1.25,3,2021-02-18,2021-02-19,2021-02-23,-1.2705629499690398,43.338726512614365,38.73167251968384,-0.10630340029925833,False,2021
5,-1.25,3,2021-02-22,2021-02-23,2021-02-25,-1.3570996793117178,37.370562633059265,35.088956577301026,-0.061053564490352485,False,2021
5,-1.25,3,2021-04-14,2021-04-15,2021-04-19,-1.397526545890668,41.12895574704121,38.381410491943356,-0.06680318537616925,False,2021
5,-1.25,3,2021-04-19,2021-04-20,2021-04-22,-1.5301677688380682,37.885258638039126,36.8112658996582,-0.028348565563244388,False,2021
5,-1.25,3,2021-04-30,2021-05-03,2021-05-05,-1.5340653337715822,36.63245801109698,33.48681200408936,-0.0858704596359523,False,2021
5,-1.25,3,2021-05-10,2021-05-11,2021-05-13,-1.424801520038772,28.183293496078416,28.42744810295105,0.00866309705452295,True,2021
5,-1.25,3,2021-06-18,2021-06-21,2021-06-23,-1.5633812161757379,36.467358586928334,37.84834423828125,0.03786908909404607,True,2021
5,-1.25,3,2021-07-07,2021-07-08,2021-07-12,-1.4206403911186063,37.438525441748055,41.99663091659546,0.1217490651959443,True,2021
5,-1.25,3,2021-07-15,2021-07-16,2021-07-20,-1.6459661713140536,38.87585504510513,37.160190307617185,-0.044131884314759784,False,2021
5,-1.25,3,2021-07-27,2021-07-28,2021-07-30,-1.657992168978995,38.39998143666492,43.02401055908203,0.12041748327518742,True,2021
5,-1.25,3,2021-08-10,2021-08-11,2021-08-13,-1.597148484343668,43.7608262254665,42.142016086578366,-0.03699222063467522,False,2021
5,-1.25,3,2021-08-12,2021-08-13,2021-08-17,-1.3516599796489477,41.27464028514248,39.21495721435547,-0.04990190239231296,False,2021
5,-1.25,3,2021-08-17,2021-08-18,2021-08-20,-1.6303527429974147,39.12835955420487,39.18587636947632,0.0014699521249228464,True,2021
5,-1.25,3,2021-09-08,2021-09-09,2021-09-13,-1.4875212964699196,43.615154285323946,46.39692363739014,0.06377988104474563,True,2021
5,-1.25,3,2021-09-17,2021-09-20,2021-09-22,-1.4575569163394086,42.48860320187897,44.83646630859375,0.05525865596379376,True,2021
5,-1.25,3,2021-11-26,2021-11-29,2021-12-01,-1.4945150665103286,62.10619762274401,61.21642081832886,-0.0143266990811447,False,2021
5,-1.25,3,2021-12-13,2021-12-14,2021-12-16,-1.3928489548196787,58.27007997904644,57.40735604095459,-0.01480560758458005,False,2021
5,-1.25,3,2022-03-31,2022-04-01,2022-04-05,-1.3475793303845833,37.959580648833054,31.881689226150513,-0.1601148199952358,False,2022
5,-1.25,3,2022-04-05,2022-04-06,2022-04-08,-1.4554765878357339,29.97320472399012,27.431047124862673,-0.08481434075992345,False,2022
5,-1.25,3,2022-07-26,2022-07-27,2022-07-29,-1.3094537720563677,16.849374037026216,19.252626371383666,0.1426315499362969,True,2022
5,-1.25,3,2022-08-09,2022-08-10,2022-08-12,-1.6977630475495098,18.56155034397228,20.971088607788086,0.12981341639914712,True,2022
5,-1.25,3,2022-08-22,2022-08-23,2022-08-25,-1.5346900966995287,16.615895715491366,18.757476493835448,0.12888747107069531,True,2022
5,-1.25,3,2022-12-06,2022-12-07,2022-12-09,-1.4733785299392534,11.136297701975419,12.00044157886505,0.0775970524509546,True,2022
5,-1.25,3,2023-01-30,2023-01-31,2023-02-02,-1.4423056443154962,13.389680995917725,17.51745722579956,0.30828040123885847,True,2023
5,-1.25,3,2023-02-17,2023-02-21,2023-02-23,-1.341020551107981,14.486711535417783,14.741253092765808,0.017570692750090933,True,2023
5,-1.25,3,2023-04-04,2023-04-05,2023-04-10,-1.2656767680825702,15.940766754820636,16.04597638320923,0.006600035619790834,True,2023
5,-1.25,3,2023-04-12,2023-04-13,2023-04-17,-1.3490809032977926,15.097132263041104,15.252981262207031,0.010323086295498385,True,2023
5,-1.25,3,2023-04-19,2023-04-20,2023-04-24,-1.6197637960192615,14.50855120822883,14.322920127868652,-0.012794598006098168,False,2023
5,-1.25,3,2023-04-21,2023-04-24,2023-04-26,-1.3363205061529229,14.49873980360003,13.089366974830627,-0.09720657435479019,False,2023
5,-1.25,3,2023-04-25,2023-04-26,2023-04-28,-1.7032257618443751,13.360814472170603,13.931317646026612,0.04269973024805607,True,2023
5,-1.25,3,2023-05-04,2023-05-05,2023-05-09,-1.2775308398422134,13.360814412333522,13.647403083801269,0.021449940297291636,True,2023
5,-1.25,3,2023-05-24,2023-05-25,2023-05-30,-1.6201453318052021,17.81441975929096,22.389967838287355,0.25684519287304064,True,2023
5,-1.25,3,2023-06-20,2023-06-21,2023-06-23,-1.2809040520692014,23.746660375177495,21.463620409011842,-0.0961415175900745,False,2023
5,-1.25,3,2023-07-20,2023-07-21,2023-07-25,-1.5592558018264884,24.571943505890648,25.62103415107727,0.04269465477710899,True,2023
5,-1.25,3,2023-08-02,2023-08-03,2023-08-07,-1.4541138854609805,23.86455968921045,25.160189838409423,0.05429097230671931,True,2023
5,-1.25,3,2023-08-08,2023-08-09,2023-08-11,-1.3949751179999015,23.972631924380487,20.72822868347168,-0.13533779900108522,False,2023
5,-1.25,3,2023-11-28,2023-11-29,2023-12-01,-1.6248555088954826,23.087323651783716,22.658158699035646,-0.01858877015027738,False,2023
5,-1.25,3,2023-12-04,2023-12-05,2023-12-07,-1.2867637636310176,21.335599608811798,22.766193408966064,0.0670519613408671,True,2023
5,-1.25,3,2023-12-20,2023-12-21,2023-12-26,-1.7501443873075508,29.343188701449197,31.65685668182373,0.07884855337007957,True,2023
5,-1.25,3,2024-01-02,2024-01-03,2024-01-05,-1.7513322558852733,26.226400861672825,25.52432347869873,-0.026769871576244775,False,2024
5,-1.25,3,2024-01-12,2024-01-16,2024-01-18,-1.2878604743228224,27.765069279774334,30.70203243255615,0.10577906805085013,True,2024
5,-1.25,3,2024-01-26,2024-01-29,2024-01-31,-1.3890421774419806,33.761926423001555,31.597791812896727,-0.06409985564776399,False,2024
5,-1.25,3,2024-02-28,2024-02-29,2024-03-04,-1.3227414918548208,40.646479032260466,48.991345813751224,0.2053035583935221,True,2024
5,-1.25,3,2024-03-14,2024-03-15,2024-03-19,-1.4273036468808038,41.23827559807437,40.80555100250244,-0.010493275707971983,False,2024
5,-1.25,3,2024-04-12,2024-04-15,2024-04-17,-1.4022113060977295,42.43705497587952,36.51023285293579,-0.13966148514105015,False,2024
5,-1.25,3,2024-06-24,2024-06-25,2024-06-27,-1.4536533252440398,53.68277869468384,53.15071453857422,-0.00991126333336223,False,2024
5,-1.25,3,2024-07-17,2024-07-18,2024-07-22,-1.7484324087255723,53.613488324659784,52.29121189498901,-0.024663129950874385,False,2024
5,-1.25,3,2024-08-22,2024-08-23,2024-08-27,-1.5300357781618539,38.76484443567189,38.02548930358887,-0.019072825980507635,False,2024
5,-1.25,3,2024-10-01,2024-10-02,2024-10-04,-1.329995084409319,33.567801968718875,36.30153749084473,0.08143921739866578,True,2024
5,-1.25,3,2024-10-15,2024-10-16,2024-10-18,-1.5669318167777775,35.45196556078818,34.90608756637573,-0.015397679247895368,False,2024
5,-1.25,3,2024-10-23,2024-10-24,2024-10-28,-1.6612053945246938,34.29172253324224,34.985258651733396,0.020224592620532222,True,2024
5,-1.25,3,2024-10-31,2024-11-01,2024-11-05,-1.5471607320464118,30.434150582705534,31.056219669342042,0.020439837311904574,True,2024
5,-1.25,3,2024-11-12,2024-11-13,2024-11-15,-1.2728015580323608,30.57298524778542,26.384923656463624,-0.13698569365662983,False,2024
5,-1.25,3,2024-11-15,2024-11-18,2024-11-20,-1.4626660304210528,26.477413909633217,26.850076171875,0.014074722837875031,True,2024
5,-1.25,3,2024-11-27,2024-11-29,2024-12-03,-1.5306475463732707,27.320326604381687,29.423246961593627,0.07697273856435771,True,2024
5,-1.25,3,2024-12-10,2024-12-11,2024-12-13,-1.5405055461573194,28.093825835278203,30.383240673065185,0.08149174310435492,True,2024
5,-1.25,3,2024-12-19,2024-12-20,2024-12-24,-1.33129418121041,25.604750189263072,30.25083155822754,0.18145388393254946,True,2024
5,-1.25,3,2024-12-30,2024-12-31,2025-01-03,-1.6223836825274622,28.044005721247803,29.59579419708252,0.055334052177110626,True,2024
5,-1.25,3,2025-05-19,2025-05-20,2025-05-22,-1.438152257420263,17.57693769935488,16.436742376327516,-0.06486882655726833,False,2025
5,-1.25,3,2025-05-21,2025-05-22,2025-05-27,-1.6680343735336967,16.92852358573872,17.213282106399536,0.016821225975117482,True,2025
5,-1.25,3,2025-06-13,2025-06-16,2025-06-18,-1.389872563924819,20.779089921195233,21.51411269760132,0.035373193878734055,True,2025
5,-1.25,3,2025-07-22,2025-07-23,2025-07-25,-1.6680922567930943,25.668191678003822,25.566972970962524,-0.003943351690334995,False,2025
5,-1.25,3,2025-07-31,2025-08-01,2025-08-05,-1.322019635179756,23.596724056565943,24.48836553955078,0.03778666398129671,True,2025
5,-1.25,3,2025-08-19,2025-08-20,2025-08-22,-1.2742506994676737,26.128519009906032,27.41458601760864,0.04922081527908362,True,2025
5,-1.25,3,2025-08-29,2025-09-02,2025-09-04,-1.590027342803307,24.097078995766488,25.616906965255737,0.06307104565479738,True,2025
5,-1.25,3,2025-10-10,2025-10-13,2025-10-15,-1.6157459693088616,38.26822954177856,39.94001954269409,0.04368610779577309,True,2025
5,-1.25,3,2025-10-22,2025-10-23,2025-10-27,-1.5161545276138848,37.76772954177856,46.793160152435306,0.23897201976816862,True,2025
5,-1.25,3,2025-11-04,2025-11-05,2025-11-07,-1.707625816318811,43.26322122192382,41.69826167678833,-0.036172977899815884,False,2025
5,-1.25,3,2025-11-13,2025-11-14,2025-11-18,-1.40389218424212,35.77574168014526,34.315648475646974,-0.040812381125521324,False,2025
5,-1.25,3,2025-12-12,2025-12-15,2025-12-17,-1.7394666220687278,43.15311061096191,35.97398832321167,-0.166363958150599,False,2025
5,-1.25,3,2026-05-15,2026-05-18,2026-05-20,-1.4144026719221219,173.12294694519042,173.02679695129393,-0.0005553856123240442,False,2026
5,-1.25,3,2026-06-05,2026-06-08,2026-06-10,-1.5506494524841414,210.83061511230466,180.4693439025879,-0.14400788611058224,False,2026
5,-1.25,5,2021-01-26,2021-01-27,2021-02-02,-1.3678398818143918,35.78824894463621,37.83003294754028,0.057051799490460686,True,2021
5,-1.25,5,2021-02-18,2021-02-19,2021-02-25,-1.2705629499690398,43.338726512614365,35.088956577301026,-0.19035561492357478,False,2021
5,-1.25,5,2021-02-22,2021-02-23,2021-03-01,-1.3570996793117178,37.370562633059265,41.23054443740845,0.10328936821878387,True,2021
5,-1.25,5,2021-04-14,2021-04-15,2021-04-21,-1.397526545890668,41.12895574704121,39.49601742553711,-0.039702887949484844,False,2021
5,-1.25,5,2021-04-19,2021-04-20,2021-04-26,-1.5301677688380682,37.885258638039126,40.91109339523315,0.0798683938284086,True,2021
5,-1.25,5,2021-04-30,2021-05-03,2021-05-07,-1.5340653337715822,36.63245801109698,35.79358114242554,-0.022899824751517417,False,2021
5,-1.25,5,2021-05-10,2021-05-11,2021-05-17,-1.424801520038772,28.183293496078416,30.142975959777832,0.06953347961167489,True,2021
5,-1.25,5,2021-06-18,2021-06-21,2021-06-25,-1.5633812161757379,36.467358586928334,39.4087939453125,0.08065940260994164,True,2021
5,-1.25,5,2021-07-07,2021-07-08,2021-07-14,-1.4206403911186063,37.438525441748055,40.86263802337646,0.09145960053784985,True,2021
5,-1.25,5,2021-07-15,2021-07-16,2021-07-22,-1.6459661713140536,38.87585504510513,39.486337783813475,0.015703390652116456,True,2021
5,-1.25,5,2021-07-27,2021-07-28,2021-08-03,-1.657992168978995,38.39998143666492,44.55540228652954,0.16029749545626926,True,2021
5,-1.25,5,2021-08-10,2021-08-11,2021-08-17,-1.597148484343668,43.7608262254665,39.21495721435547,-0.10387987163883972,False,2021
5,-1.25,5,2021-08-12,2021-08-13,2021-08-19,-1.3516599796489477,41.27464028514248,38.41049514770508,-0.06939237065788317,False,2021
5,-1.25,5,2021-08-17,2021-08-18,2021-08-24,-1.6303527429974147,39.12835955420487,42.384323432922365,0.08321237884269017,True,2021
5,-1.25,5,2021-09-08,2021-09-09,2021-09-15,-1.4875212964699196,43.615154285323946,47.0947724533081,0.07978002657564853,True,2021
5,-1.25,5,2021-09-17,2021-09-20,2021-09-24,-1.4575569163394086,42.48860320187897,46.474471286773685,0.09381028757185517,True,2021
5,-1.25,5,2021-11-26,2021-11-29,2021-12-03,-1.4945150665103286,62.10619762274401,60.9934879989624,-0.017916241315248826,False,2021
5,-1.25,5,2021-12-13,2021-12-14,2021-12-20,-1.3928489548196787,58.27007997904644,55.7790535697937,-0.042749665182345686,False,2021
5,-1.25,5,2022-03-31,2022-04-01,2022-04-07,-1.3475793303845833,37.959580648833054,29.583641292572022,-0.2206541593213971,False,2022
5,-1.25,5,2022-04-05,2022-04-06,2022-04-12,-1.4554765878357339,29.97320472399012,25.44328506088257,-0.15113230983545334,False,2022
5,-1.25,5,2022-07-26,2022-07-27,2022-08-02,-1.3094537720563677,16.849374037026216,19.340008003234864,0.14781759611576795,True,2022
5,-1.25,5,2022-08-09,2022-08-10,2022-08-16,-1.6977630475495098,18.56155034397228,20.52448175239563,0.1057525568741513,True,2022
5,-1.25,5,2022-08-22,2022-08-23,2022-08-29,-1.5346900966995287,16.615895715491366,14.61180217552185,-0.12061303069572438,False,2022
5,-1.25,5,2022-12-06,2022-12-07,2022-12-13,-1.4733785299392534,11.136297701975419,13.276463207244873,0.19217926482782688,True,2022
5,-1.25,5,2023-01-30,2023-01-31,2023-02-06,-1.4423056443154962,13.389680995917725,15.73833907699585,0.175408068481556,True,2023
5,-1.25,5,2023-02-17,2023-02-21,2023-02-27,-1.341020551107981,14.486711535417783,14.174281416893006,-0.02156666941016483,False,2023
5,-1.25,5,2023-04-04,2023-04-05,2023-04-12,-1.2656767680825702,15.940766754820636,15.008226376533509,-0.05850034647832225,False,2023
5,-1.25,5,2023-04-12,2023-04-13,2023-04-19,-1.3490809032977926,15.097132263041104,14.939697180747986,-0.010428144865533895,False,2023
5,-1.25,5,2023-04-19,2023-04-20,2023-04-26,-1.6197637960192615,14.50855120822883,13.089366974830627,-0.0978170882143824,False,2023
5,-1.25,5,2023-04-21,2023-04-24,2023-04-28,-1.3363205061529229,14.49873980360003,13.931317646026612,-0.03913596390167151,False,2023
5,-1.25,5,2023-04-25,2023-04-26,2023-05-02,-1.7032257618443751,13.360814472170603,14.048796675682068,0.05149253475111659,True,2023
5,-1.25,5,2023-05-04,2023-05-05,2023-05-11,-1.2775308398422134,13.360814412333522,13.774675128936767,0.03097571029960622,True,2023
5,-1.25,5,2023-05-24,2023-05-25,2023-06-01,-1.6201453318052021,17.81441975929096,21.69486666870117,0.21782617462948206,True,2023
