z_window,z_threshold,hold_days,signal_date,entry_date,exit_date,signal_z_score,entry_price,exit_price,return,winner,year
5,-1.25,1,2022-03-31,2022-04-01,2022-04-01,-1.3475793303845833,37.959580648833054,35.18814622879028,-0.07301014322791188,False,2022
5,-1.25,1,2022-04-05,2022-04-06,2022-04-06,-1.4554765878357339,29.97320472399012,29.583641292572022,-0.012997056371029103,False,2022
5,-1.25,1,2022-07-26,2022-07-27,2022-07-27,-1.3094537720563677,16.849374037026216,18.184655113220217,0.07924811172567847,True,2022
5,-1.25,1,2022-08-09,2022-08-10,2022-08-10,-1.6977630475495098,18.56155034397228,19.330297874450682,0.04141612722172461,True,2022
5,-1.25,1,2022-08-22,2022-08-23,2022-08-23,-1.5346900966995287,16.615895715491366,16.825418100357055,0.012609755649245269,True,2022
5,-1.25,1,2022-12-06,2022-12-07,2022-12-07,-1.4733785299392534,11.136297701975419,11.396525301933288,0.02336751467336473,True,2022
5,-1.25,1,2023-01-30,2023-01-31,2023-01-31,-1.4423056443154962,13.389680995917725,14.193835055351258,0.060057745937241114,True,2023
5,-1.25,1,2023-02-17,2023-02-21,2023-02-21,-1.341020551107981,14.486711535417783,13.695288728713988,-0.054630949527012196,False,2023
5,-1.25,1,2023-04-04,2023-04-05,2023-04-05,-1.2656767680825702,15.940766754820636,15.585843752861022,-0.02226511481025728,False,2023
5,-1.25,1,2023-04-12,2023-04-13,2023-04-13,-1.3490809032977926,15.097132263041104,15.341090772628784,0.016159261595985797,True,2023
5,-1.25,1,2023-04-19,2023-04-20,2023-04-20,-1.6197637960192615,14.50855120822883,14.880957189559936,0.025668033698629245,True,2023
5,-1.25,1,2023-04-21,2023-04-24,2023-04-24,-1.3363205061529229,14.49873980360003,14.322920127868652,-0.012126548797552816,False,2023
5,-1.25,1,2023-04-25,2023-04-26,2023-04-26,-1.7032257618443751,13.360814472170603,13.089366974830627,-0.02031668787148988,False,2023
5,-1.25,1,2023-05-04,2023-05-05,2023-05-05,-1.2775308398422134,13.360814412333522,14.16627856349945,0.060285557923953625,True,2023
5,-1.25,1,2023-05-24,2023-05-25,2023-05-25,-1.6201453318052021,17.81441975929096,18.748046464920044,0.05240848246781438,True,2023
5,-1.25,1,2023-06-20,2023-06-21,2023-06-21,-1.2809040520692014,23.746660375177495,22.33628965187073,-0.05939238196125607,False,2023
5,-1.25,1,2023-07-20,2023-07-21,2023-07-21,-1.5592558018264884,24.571943505890648,24.434601608276367,-0.005589378698569569,False,2023
5,-1.25,1,2023-08-02,2023-08-03,2023-08-03,-1.4541138854609805,23.86455968921045,24.660125827789308,0.03333671976099972,True,2023
5,-1.25,1,2023-08-08,2023-08-09,2023-08-09,-1.3949751179999015,23.972631924380487,22.640251361846925,-0.0555792358025784,False,2023
5,-1.25,1,2023-11-28,2023-11-29,2023-11-29,-1.6248555088954826,23.087323651783716,22.80547979736328,-0.01220773176966583,False,2023
5,-1.25,1,2023-12-04,2023-12-05,2023-12-05,-1.2867637636310176,21.335599608811798,21.53850806236267,0.009510323462719628,True,2023
5,-1.25,1,2023-12-20,2023-12-21,2023-12-21,-1.7501443873075508,29.343188701449197,29.78658222198486,0.01511061136016778,True,2023
5,-1.25,1,2024-01-02,2024-01-03,2024-01-03,-1.7513322558852733,26.226400861672825,25.83931959915161,-0.014759221616523543,False,2024
5,-1.25,1,2024-01-12,2024-01-16,2024-01-16,-1.2878604743228224,27.765069279774334,28.733324781417846,0.03487315273327418,True,2024
5,-1.25,1,2024-01-26,2024-01-29,2024-01-29,-1.3890421774419806,33.761926423001555,34.491798900604245,0.02161821184188817,True,2024
5,-1.25,1,2024-02-28,2024-02-29,2024-02-29,-1.3227414918548208,40.646479032260466,42.16976693344116,0.03747650319162177,True,2024
5,-1.25,1,2024-03-14,2024-03-15,2024-03-15,-1.4273036468808038,41.23827559807437,42.07133183670044,0.020201044455529393,True,2024
5,-1.25,1,2024-04-12,2024-04-15,2024-04-15,-1.4022113060977295,42.43705497587952,39.18988160705566,-0.07651740608931268,False,2024
5,-1.25,1,2024-06-24,2024-06-25,2024-06-25,-1.4536533252440398,53.68277869468384,54.63260671234131,0.017693346744577676,True,2024
5,-1.25,1,2024-07-17,2024-07-18,2024-07-18,-1.7484324087255723,53.613488324659784,51.036539783477785,-0.04806530262640485,False,2024
5,-1.25,1,2024-08-22,2024-08-23,2024-08-23,-1.5300357781618539,38.76484443567189,39.91242875289917,0.029603738488661602,True,2024
5,-1.25,1,2024-10-01,2024-10-02,2024-10-02,-1.329995084409319,33.567801968718875,34.59928103256225,0.030728227746475323,True,2024
5,-1.25,1,2024-10-15,2024-10-16,2024-10-16,-1.5669318167777775,35.45196556078818,34.10444174194336,-0.038009847903475724,False,2024
5,-1.25,1,2024-10-23,2024-10-24,2024-10-24,-1.6612053945246938,34.29172253324224,33.93619889831543,-0.010367622524128595,False,2024
5,-1.25,1,2024-10-31,2024-11-01,2024-11-01,-1.5471607320464118,30.434150582705534,30.511897974014282,0.002554610193488571,True,2024
5,-1.25,1,2024-11-12,2024-11-13,2024-11-13,-1.2728015580323608,30.57298524778542,29.38366332435608,-0.0389010727539435,False,2024
